audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\battery\laps_remaining,3.wav,laps remaining in the battery,laps remaining in the battery,laps remaining in the battery
\voice\battery\low_battery,1.wav,we're low on charge,we're low on charge,we're low on charge
\voice\battery\low_battery,2.wav,the battery level is low,the battery level is low,the battery level is low
\voice\battery\low_battery,3.wav,"the battery level is looking pretty low, now","the battery level is looking pretty low, now","the battery level is looking pretty low, now"
\voice\battery\minutes,1.wav,minutes,minutes,minutes
\voice\battery\minutes,2.wav,minutes,minutes,minutes
\voice\battery\minutes,3.wav,minutes,minutes,minutes
\voice\battery\minutes,4.wav,minutes,minutes,minutes
\voice\battery\minutes_remaining,1.wav,minutes of charge remaining,minutes of charge remaining,minutes of charge remaining
\voice\battery\minutes_remaining,2.wav,minutes of energy remaining,minutes of energy remaining,minutes of energy remaining
\voice\battery\minutes_remaining,3.wav,minutes left in the battery,minutes left in the battery,minutes left in the battery
\voice\battery\on_last_lap_you_used,1.wav,on last lap you used,on last lap you used,on last lap you used
\voice\battery\on_last_lap_you_used,2.wav,on your last lap you used,on your last lap you used,on your last lap you used
\voice\battery\on_last_lap_you_used,3.wav,on the last lap you used,on the last lap you used,on the last lap you used
\voice\battery\one_lap_battery,1.wav,one lap of battery power left,one lap of battery power left,one lap of battery power left
\voice\battery\one_lap_battery,2.wav,one lap left on our current charge,one lap left on our current charge,one lap left on our current charge
\voice\battery\one_lap_battery,3.wav,there's one lap left in this battery,there's one lap left in this battery,there's one lap left in this battery
\voice\battery\percent,1.wav,percent,percent,percent
\voice\battery\percent,2.wav,percent,percent,percent
\voice\battery\percent,3.wav,percent,percent,percent
\voice\battery\percent_of_your_battery,1.wav,percent of your battery,percent of your battery,percent of your battery
\voice\battery\percent_of_your_battery,2.wav,percent of your energy,percent of your energy,percent of your energy
\voice\battery\percent_of_your_battery,3.wav,percent of your remaining battery,percent of your remaining battery,percent of your remaining battery
\voice\battery\percent_of_your_battery,4.wav,percent of your battery,percent of your battery,percent of your battery
\voice\battery\percent_per_lap,1.wav,percent per lap,percent per lap,percent per lap
\voice\battery\percent_per_lap,2.wav,percent per lap,percent per lap,percent per lap
\voice\battery\percent_per_lap,3.wav,percent per lap,percent per lap,percent per lap
\voice\battery\percent_remaining,1.wav,percent of charge remaining,percent of charge remaining,percent of charge remaining
\voice\battery\percent_remaining,2.wav,percent remaining,percent remaining,percent remaining
\voice\battery\percent_remaining,3.wav,percent battery remaining,percent battery remaining,percent battery remaining
\voice\battery\percent_remaining,4.wav,percent battery remaining,percent battery remaining,percent battery remaining
\voice\battery\plenty_of_battery,1.wav,plenty of battery,plenty of battery,plenty of battery
\voice\battery\plenty_of_battery,2.wav,the battery's has got plenty of charge in it,the battery's has got plenty of charge in it,the battery's has got plenty of charge in it
\voice\battery\plenty_of_battery,3.wav,you got plenty of battery energy,you got plenty of battery energy,you got plenty of battery energy
\voice\battery\plenty_of_battery,4.wav,you got loads of energy,you got loads of energy,you got loads of energy
\voice\battery\plenty_of_battery,5.wav,plenty of battery,plenty of battery,plenty of battery
\voice\battery\reduce_battery_use_to_make_end,1.wav,you'll need to reduce your battery use if you're going to make it to the end,you'll need to reduce your battery use if you're going to make it to the end,you'll need to reduce your battery use if you're going to make it to the end
\voice\battery\reduce_battery_use_to_make_end,2.wav,you won't make it to the end unless you reduce your battery use,you won't make it to the end unless you reduce your battery use,you won't make it to the end unless you reduce your battery use
\voice\battery\reduce_battery_use_to_make_end,3.wav,you'll need to drop your battery use to make it to the end of the race,you'll need to drop your battery use to make it to the end of the race,you'll need to drop your battery use to make it to the end of the race
\voice\battery\reduce_battery_use_to_make_half_distance,1.wav,you'll need to reduce your battery use to reach half distance,you'll need to reduce your battery use to reach half distance,you'll need to reduce your battery use to reach half distance
\voice\battery\reduce_battery_use_to_make_half_distance,2.wav,you'll need to drop your battery use if you're going to make mid point of the race,you'll need to drop your battery use if you're going to make mid point of the race,you'll need to drop your battery use if you're going to make mid point of the race
\voice\battery\reduce_battery_use_to_make_half_distance,3.wav,you'll need to reduce your battery use to reach the halfway point,you'll need to reduce your battery use to reach the halfway point,you'll need to reduce your battery use to reach the halfway point
\voice\battery\ten_minutes_battery,1.wav,there's about 10 minutes left in this battery,there's about 10 minutes left in this battery,there's about 10 minutes left in this battery
\voice\battery\ten_minutes_battery,2.wav,we'll be out of battery in about 10 minutes,we'll be out of battery in about 10 minutes,we'll be out of battery in about 10 minutes
\voice\battery\ten_minutes_battery,3.wav,we got about 10 minutes of charge left,we got about 10 minutes of charge left,we got about 10 minutes of charge left
\voice\battery\three_laps_battery,1.wav,we got enough power for 3 more laps,we got enough power for 3 more laps,we got enough power for 3 more laps
\voice\battery\three_laps_battery,2.wav,we think we'll be out of battery in 3 laps,we think we'll be out of battery in 3 laps,we think we'll be out of battery in 3 laps
\voice\battery\three_laps_battery,3.wav,we got about 3 laps left in the battery,we got about 3 laps left in the battery,we got about 3 laps left in the battery
\voice\battery\two_laps_battery,1.wav,we think about 2 laps left in this battery,we think about 2 laps left in this battery,we think about 2 laps left in this battery
\voice\battery\two_laps_battery,2.wav,we got enough power for 2 laps now,we got enough power for 2 laps now,we got enough power for 2 laps now
\voice\battery\two_laps_battery,3.wav,2 laps remaining in the battery,2 laps remaining in the battery,2 laps remaining in the battery
\voice\battery\two_minutes_battery,1.wav,we got enough charge for 2 more minutes,we got enough charge for 2 more minutes,we got enough charge for 2 more minutes
\voice\battery\two_minutes_battery,2.wav,we'll be out of battery in 2 minutes,we'll be out of battery in 2 minutes,we'll be out of battery in 2 minutes
\voice\battery\two_minutes_battery,3.wav,we've got 2 minutes left in this battery,we've got 2 minutes left in this battery,we've got 2 minutes left in this battery
\voice\battery\we_estimate,1.wav,we estimate,we estimate,we estimate
\voice\battery\we_estimate,2.wav,we think about,we think about,we think about
\voice\battery\we_estimate,3.wav,we estimate,we estimate,we estimate
\voice\battery\we_estimate,4.wav,it looks like,it looks like,it looks like
\voice\battery\we_will_get_another,1.wav,we'll get about,we'll get about,we'll get about
\voice\battery\we_will_get_another,2.wav,we're good for another,we're good for another,we're good for another
\voice\battery\we_will_get_another,3.wav,we'll get about,we'll get about,we'll get about
\voice\battery\we_will_get_another,4.wav,we're good for another,we're good for another,we're good for another
\voice\battery\wont_make_end_without_pitstop,1.wav,"we don't have enough energy to get to the end, we'll need to stop","we don't have enough energy to get to the end, we'll need to stop","we don't have enough energy to get to the end, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,2.wav,"we don't have enough battery to make it to the end of the race, we'll need to stop","we don't have enough battery to make it to the end of the race, we'll need to stop","we don't have enough battery to make it to the end of the race, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,3.wav,"we'll need to stop before the end of the race, we don't have enough energy","we'll need to stop before the end of the race, we don't have enough energy","we'll need to stop before the end of the race, we don't have enough energy"
\voice\battery\wont_make_half_distance_without_pitstop,1.wav,we're not going to make it to half distance without a pit stop,we're not going to make it to half distance without a pit stop,we're not going to make it to half distance without a pit stop
\voice\battery\wont_make_half_distance_without_pitstop,2.wav,"we don't have enough energy to get us to half distance, we'll need to stop","we don't have enough energy to get us to half distance, we'll need to stop","we don't have enough energy to get us to half distance, we'll need to stop"
\voice\battery\wont_make_half_distance_without_pitstop,3.wav,"you don't have enough energy to make it to half way, we'll need to stop","you don't have enough energy to make it to half way, we'll need to stop","you don't have enough energy to make it to half way, we'll need to stop"
\voice\driver_swaps\10_minutes_left_in_stint,1.wav,10 minutes left in this driver stint,10 minutes left in this driver stint,10 minutes left in this driver stint
\voice\driver_swaps\10_minutes_left_in_stint,2.wav,you've got 10 minutes left before we need to change drivers,you've got 10 minutes left before we need to change drivers,you've got 10 minutes left before we need to change drivers
\voice\driver_swaps\10_minutes_left_in_stint,3.wav,you got 10 minutes before we need to change drivers,you got 10 minutes before we need to change drivers,you got 10 minutes before we need to change drivers
\voice\driver_swaps\10_minutes_left_in_stint,4.wav,10 minutes left in this stint before we need a driver swap,10 minutes left in this stint before we need a driver swap,10 minutes left in this stint before we need a driver swap
\voice\driver_swaps\10_minutes_left_in_stint,5.wav,"10 minutes left in this stint, we'll need a driver swap","10 minutes left in this stint, we'll need a driver swap","10 minutes left in this stint, we'll need a driver swap"
\voice\driver_swaps\15_minutes_left_in_stint,1.wav,15 minutes of this driver stint remaining,15 minutes of this driver stint remaining,15 minutes of this driver stint remaining
\voice\driver_swaps\15_minutes_left_in_stint,2.wav,you got 15 minutes before we need a driver swap,you got 15 minutes before we need a driver swap,you got 15 minutes before we need a driver swap
\voice\driver_swaps\15_minutes_left_in_stint,3.wav,15 minutes of this stint left,15 minutes of this stint left,15 minutes of this stint left
\voice\driver_swaps\15_minutes_left_in_stint,4.wav,15 minutes before we need to change drivers,15 minutes before we need to change drivers,15 minutes before we need to change drivers
\voice\driver_swaps\15_minutes_left_in_stint,5.wav,15 minutes before we need a driver swap,15 minutes before we need a driver swap,15 minutes before we need a driver swap
\voice\driver_swaps\2_minutes_left_in_stint,1.wav,2 minutes remaining on this driver stint,2 minutes remaining on this driver stint,2 minutes remaining on this driver stint
\voice\driver_swaps\2_minutes_left_in_stint,2.wav,2 minutes before we gotta swap drivers,2 minutes before we gotta swap drivers,2 minutes before we gotta swap drivers
\voice\driver_swaps\2_minutes_left_in_stint,3.wav,we got 2 minutes left of this driver stint,we got 2 minutes left of this driver stint,we got 2 minutes left of this driver stint
\voice\driver_swaps\2_minutes_left_in_stint,4.wav,we'll need to swap in 2 minutes,we'll need to swap in 2 minutes,we'll need to swap in 2 minutes
\voice\driver_swaps\2_minutes_left_in_stint,5.wav,need to change drivers in 2 minutes,need to change drivers in 2 minutes,need to change drivers in 2 minutes
\voice\driver_swaps\5_minutes_left_in_stint,1.wav,5 minutes left before we gotta swap,5 minutes left before we gotta swap,5 minutes left before we gotta swap
\voice\driver_swaps\5_minutes_left_in_stint,2.wav,5 minutes left in this stint,5 minutes left in this stint,5 minutes left in this stint
\voice\driver_swaps\5_minutes_left_in_stint,3.wav,5 minutes left in this driver stint,5 minutes left in this driver stint,5 minutes left in this driver stint
\voice\driver_swaps\5_minutes_left_in_stint,4.wav,we'll need to swap drivers in 5 minutes,we'll need to swap drivers in 5 minutes,we'll need to swap drivers in 5 minutes
\voice\driver_swaps\5_minutes_left_in_stint,5.wav,we need a driver change in 5 minutes,we need a driver change in 5 minutes,we need a driver change in 5 minutes
\voice\driver_swaps\pit_now_for_driver_change,1.wav,"driver change, box, box, box","driver change, box, box, box","driver change, box, box, box"
\voice\driver_swaps\pit_now_for_driver_change,2.wav,"driver change, pit now","driver change, pit now","driver change, pit now"
\voice\driver_swaps\pit_now_for_driver_change,3.wav,we're pitting now for a driver change,we're pitting now for a driver change,we're pitting now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,4.wav,we need to pit now for a driver change,we need to pit now for a driver change,we need to pit now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,5.wav,"box, box, box, we're doing a driver change this time","box, box, box, we're doing a driver change this time","box, box, box, we're doing a driver change this time"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,1.wav,"box this lap for a driver change, this is your last time in the car","box this lap for a driver change, this is your last time in the car","box this lap for a driver change, this is your last time in the car"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,2.wav,"our time in the car is up, pit this lap for a driver change","our time in the car is up, pit this lap for a driver change","our time in the car is up, pit this lap for a driver change"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,3.wav,"box this lap for a driver change, we've got no more stints left","box this lap for a driver change, we've got no more stints left","box this lap for a driver change, we've got no more stints left"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,4.wav,"pit this lap for a driver change, our time in the car is up","pit this lap for a driver change, our time in the car is up","pit this lap for a driver change, our time in the car is up"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,5.wav,"box this lap for a driver change, we've got no more time left in the car","box this lap for a driver change, we've got no more time left in the car","box this lap for a driver change, we've got no more time left in the car"
\voice\driver_swaps\pit_this_lap_for_driver_change,1.wav,pit this lap for your driver change,pit this lap for your driver change,pit this lap for your driver change
\voice\driver_swaps\pit_this_lap_for_driver_change,2.wav,pit this lap for a driver swap,pit this lap for a driver swap,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,3.wav,box this lap for a driver swap,box this lap for a driver swap,box this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,4.wav,pit this lap for a driver swap,pit this lap for a driver swap,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,5.wav,pit this lap for a driver change,pit this lap for a driver change,pit this lap for a driver change
\voice\engine_monitor\all_clear,1_op_prefix_ok.wav,your engine temperatures are looking better now,your engine temperatures are looking better now,your engine temperatures are looking better now
\voice\engine_monitor\all_clear,2_op_prefix_ok.wav,"your engine temperatures are okay, all clear on engine temperatures","your engine temperatures are okay, all clear on engine temperatures","your engine temperatures are okay, all clear on engine temperatures"
\voice\engine_monitor\all_clear,3_op_prefix_ok.wav,your engine temperatures are now back to normal,your engine temperatures are now back to normal,your engine temperatures are now back to normal
\voice\engine_monitor\hot_oil,1_op_prefix_ok.wav,"keep an eye on your oil temperature, it's creeping up","keep an eye on your oil temperature, it's creeping up","keep an eye on your oil temperature, it's creeping up"
\voice\engine_monitor\hot_oil,2_op_prefix_ok.wav,your oil temperature's getting a bit high,your oil temperature's getting a bit high,your oil temperature's getting a bit high
\voice\engine_monitor\hot_oil,3_op_prefix_ok.wav,"watch your oil temperature, it's pretty high","watch your oil temperature, it's pretty high","watch your oil temperature, it's pretty high"
\voice\engine_monitor\hot_oil_and_water,1.wav,"your oil and water temperatures are high, you need to back off a little","your oil and water temperatures are high, you need to back off a little","your oil and water temperatures are high, you need to back off a little"
\voice\engine_monitor\hot_oil_and_water,2.wav,"your oil and water temperatures are both high, you might need to take it easy for a bit","your oil and water temperatures are both high, you might need to take it easy for a bit","your oil and water temperatures are both high, you might need to take it easy for a bit"
\voice\engine_monitor\hot_oil_and_water,3_op_prefix_ok.wav,"your water and your oil are both looking pretty hot right now, try and take it easy","your water and your oil are both looking pretty hot right now, try and take it easy","your water and your oil are both looking pretty hot right now, try and take it easy"
\voice\engine_monitor\hot_oil_and_water,sweary_4_op_prefix_ok.wav,if you don't cool this engine you're really gonna fuck it up,if you don't cool this engine you're really gonna fuck it up,if you don't cool this engine you're really gonna fuck it up
\voice\engine_monitor\hot_water,1_op_prefix_ok.wav,your water temperature's creeping up,your water temperature's creeping up,your water temperature's creeping up
\voice\engine_monitor\hot_water,2_op_prefix_ok.wav,your water temperature looks quite high,your water temperature looks quite high,your water temperature looks quite high
\voice\engine_monitor\hot_water,3_op_prefix_ok.wav,"you want to watch your water temperature, it's looking a little high","you want to watch your water temperature, it's looking a little high","you want to watch your water temperature, it's looking a little high"
\voice\engine_monitor\low_fuel_pressure,1.wav,"your fuel pressure's dropping, it doesn't look good","your fuel pressure's dropping, it doesn't look good","your fuel pressure's dropping, it doesn't look good"
\voice\engine_monitor\low_fuel_pressure,2.wav,"okay, mate, your fuel pressure's dropping","okay, mate, your fuel pressure's dropping","okay, mate, your fuel pressure's dropping"
\voice\engine_monitor\low_fuel_pressure,3_rq_prefix_ok.wav,you have low fuel pressure,you have low fuel pressure,you have low fuel pressure
\voice\engine_monitor\low_fuel_pressure,4.wav,we got a fuel pressure warning here,we got a fuel pressure warning here,we got a fuel pressure warning here
\voice\engine_monitor\low_fuel_pressure,5_op_prefix_ok.wav,your fuel pressure's dropping,your fuel pressure's dropping,your fuel pressure's dropping
\voice\engine_monitor\low_fuel_pressure,6.wav,low fuel pressure,low fuel pressure,low fuel pressure
\voice\engine_monitor\low_oil_pressure,1_op_prefix_ok.wav,"we're seeing low oil pressure, better keep an eye on it","we're seeing low oil pressure, better keep an eye on it","we're seeing low oil pressure, better keep an eye on it"
\voice\engine_monitor\low_oil_pressure,2.wav,looks like we got oil pressure issues,looks like we got oil pressure issues,looks like we got oil pressure issues
\voice\engine_monitor\low_oil_pressure,3_op_prefix_ok.wav,we're seeing a low oil pressure warning here,we're seeing a low oil pressure warning here,we're seeing a low oil pressure warning here
\voice\engine_monitor\low_oil_pressure,4.wav,we're seeing a low oil pressure warning,we're seeing a low oil pressure warning,we're seeing a low oil pressure warning
\voice\engine_monitor\low_oil_pressure,5.wav,looks like you got oil pressure issues here,looks like you got oil pressure issues here,looks like you got oil pressure issues here
\voice\engine_monitor\oil_temp_intro,1.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\oil_temp_intro,2.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\oil_temp_intro,3.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\oil_temp_intro,4.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\oil_temp_intro,5.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\oil_temp_intro,6.wav,your oil temp is,your oil temp is,your oil temp is
\voice\engine_monitor\stalled,1.wav,"okay, mate, take a breath, fire it back up, get back on it","okay, mate, take a breath, fire it back up, get back on it","okay, mate, take a breath, fire it back up, get back on it"
\voice\engine_monitor\stalled,2_op_prefix_oh_dear.wav,restart it and get on it,restart it and get on it,restart it and get on it
\voice\engine_monitor\stalled,3_op_prefix_bad_luck.wav,"take your time, start it back up and get back in the race","take your time, start it back up and get back in the race","take your time, start it back up and get back in the race"
\voice\engine_monitor\stalled,4_op_prefix_ok.wav,"fire it back up, get back into the fray","fire it back up, get back into the fray","fire it back up, get back into the fray"
\voice\engine_monitor\stalled,5.wav,"okay, take your time, just get it started","okay, take your time, just get it started","okay, take your time, just get it started"
\voice\engine_monitor\stalled,6_op_prefix_oh_dear.wav,"restart it, get the clutch it next time","restart it, get the clutch it next time","restart it, get the clutch it next time"
\voice\engine_monitor\stalled,7_op_prefix_bad_luck.wav,"don't rush, get it running, back it back in the race","don't rush, get it running, back it back in the race","don't rush, get it running, back it back in the race"
\voice\engine_monitor\water_temp_intro,1.wav,your water temp is,your water temp is,your water temp is
\voice\engine_monitor\water_temp_intro,2.wav,your water temp is,your water temp is,your water temp is
\voice\engine_monitor\water_temp_intro,3.wav,your water temp is,your water temp is,your water temp is
\voice\engine_monitor\water_temp_intro,4.wav,your water temp is,your water temp is,your water temp is
\voice\engine_monitor\water_temp_intro,5.wav,your water temp is,your water temp is,your water temp is
\voice\engine_monitor\water_temp_intro,6.wav,your water temp is,your water temp is,your water temp is
\voice\frozen_order\allow,1.wav,allow,allow,allow
\voice\frozen_order\allow,2.wav,allow,allow,allow
\voice\frozen_order\allow,3.wav,allow,allow,allow
\voice\frozen_order\allow_car_number,1.wav,we need to allow car number,we need to allow car number,we need to allow car number
\voice\frozen_order\allow_car_number,2.wav,allow car number,allow car number,allow car number
\voice\frozen_order\allow_car_number,3.wav,allow car number,allow car number,allow car number
\voice\frozen_order\allow_car_number,4.wav,we need to allow car number,we need to allow car number,we need to allow car number
\voice\frozen_order\allow_car_number,5.wav,we need to let car number,we need to let car number,we need to let car number
\voice\frozen_order\allow_guy_behind_to_pass,4_op_suffix_please.wav,allow the car behind to pass,allow the car behind to pass,allow the car behind to pass
\voice\frozen_order\allow_guy_behind_to_pass,5.wav,allow this guy to pass,allow this guy to pass,allow this guy to pass
\voice\frozen_order\allow_guy_behind_to_pass,6.wav,let this guy through,let this guy through,let this guy through
\voice\frozen_order\catch_up_to,1.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,10.wav,you need to catch up to,you need to catch up to,you need to catch up to
\voice\frozen_order\catch_up_to,11.wav,get closer to,get closer to,get closer to
\voice\frozen_order\catch_up_to,12.wav,you should catch up to,you should catch up to,you should catch up to
\voice\frozen_order\catch_up_to,13.wav,please catch up to,please catch up to,please catch up to
\voice\frozen_order\catch_up_to,14.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,15.wav,you need to catch up to,you need to catch up to,you need to catch up to
\voice\frozen_order\catch_up_to,16.wav,you need to catch up to,you need to catch up to,you need to catch up to
\voice\frozen_order\catch_up_to,17.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,18.wav,you need to get closer to,you need to get closer to,you need to get closer to
\voice\frozen_order\catch_up_to,2.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,3.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,7.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,8.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to,9.wav,catch up to,catch up to,catch up to
\voice\frozen_order\catch_up_to_car_number,1.wav,catch up to car number,catch up to car number,catch up to car number
\voice\frozen_order\catch_up_to_car_number,2.wav,we need to catch car number,we need to catch car number,we need to catch car number
\voice\frozen_order\catch_up_to_car_number,3.wav,catch up to car number,catch up to car number,catch up to car number
\voice\frozen_order\catch_up_to_car_number,4.wav,catch up to car number,catch up to car number,catch up to car number
\voice\frozen_order\catch_up_to_car_number,5.wav,we need to catch up to car number,we need to catch up to car number,we need to catch up to car number
\voice\frozen_order\fcy_lineup_single_file,1_op_prefix_ok.wav,line up single file,line up single file,line up single file
