section,key,zh,english
my_name_dialog,enter_your_name_help,Crew Chief AI 将尽力为您匹配可用的车手名,Crew Chief AI will do its best to match you to the available names.
my_name_dialog,full_personalisation_help,由 Mr Belowski 录制的多条播报,Multiple individual recordings of messages by Mr Belowski.
my_name_dialog,driver_name_help,Mr Belowski 的预制播报，名字已嵌入（可能听起来有点生硬）,Canned messages by Mr Belowski with the name stitched in (may sound a little clunky).
my_name_dialog,other_driver_name_help,可以嵌入到预设播报中的名称,Names that can be stitched into canned messages.
my_name_dialog,play_name_sample_help,播放车手名示例,Play name sample.
my_name_dialog,no_name_help,如果没有选择车手名，Crew Chief 将不会播报个性化称呼。,If no name is selected Crew Chief will simply not say personalised messages.
opponent_names_dialog,edit_guessed_names_file_tooltip,在记事本中打开包含对手名称的文件，这些名称是 Crew Chief 自动猜测的。\您可以编辑这些猜测或完全删除内容。,Opens the file in Notepad which contains opponent names that Crew Chief has guessed so you can edit the guesses or delete the contents completely.
opponent_names_dialog,edit_opponent_names_file_tooltip,在记事本中打开包含预设对手名称的文件，以便进行编辑。,Opens the file in Notepad which contains preset opponent names so you can edit them.
opponent_names_dialog,opponent_names_list_tooltip,对手名与已录制语音的对应关系\选中后右键可以试听或更换语音。,Opponent name : Recorded name pairs\Select then right click to listen to or change the sound.
opponent_name_selection,none_of_the_above_tooltip,如果没有合适的记录名字，则 Crew Chief 不会使用任何名称。,If none of the recorded names are suitable then Crew Chief will not use a name.
opponent_name_selection,show_common_props_tooltip,包含所有游戏共用的设置项,Include properties shared between all the games.
opponent_name_selection,show_changed_props_tooltip,只显示已更改/未保存的设置项,Show only changed/unsaved properties.
opponent_name_selection,show_non_default_props_tooltip,仅显示与默认值不同的设置项,Show only properties that are different from the default values.
opponent_name_selection,personalisation_tooltip,选择您希望工程师呼唤您的名字（需要重启）,Choose a name you'd like Chief to call you (requires restart).
opponent_name_selection,chief_name_tooltip,选择车队工程师语音（需要重启）,Choose a Chief voice (requires restart).
opponent_name_selection,spotter_name_tooltip,选择观察员语音（需要重启）,Choose a Spotter voice (requires restart).
opponent_name_selection,codriver_name_tooltip,选择领航员语音（需要重启）,Choose a Co-Driver voice (requires restart).
opponent_name_selection,activate_profile_tooltip,加载选定的配置方案并重启。,Load selected profile and restart.
macro_editor,dos_command_tooltip,你输入的内容将作为 DOS 命令执行。谨慎使用！,Whatever you enter can be run as a DOS command. Use with care!
macro_editor,advanced_edit_tooltip,不进行错误检查,No error checking!
trace_playback,playback_speed_tooltip,以毫秒为单位，减慢播放速度。若数值为 10 或更大，则播放音频,"In mS, slows down playback. If 10 or more then audio will be played"
preferences,trainee_chief_path_help,"(或路径)指向新任车队工程师的语音文件。\只有当新任车队工程师能够完整说出主车队工程师要说的话时，才会代替主车队工程师发言。\这是为了逐步创建(完整的)语音包。\除非是绝对路径，\否则 Crew Chief 会在语音包的 alt 子目录下查找这些文件（使用文件/打开语\音文件夹来找到这些文件）。\如果设置为""Jim""则会被视为语音包根目录。\建议关闭对手名播报和语音合成功能(直到新任工程师有更多的车手名)。","Name of (or path to) voice files for a trainee crew chief.\The trainee crew chief will speak instead of the main crew chief only if they can say the entire sentence that the main crew chief would have spoken. This is to ease the incremental creation of (full) sound packs.\Unless it is a full path Crew Chief will look in the alt subdirectory of the sound pack (Use File/Open voice files folder to find the files).\If it is ""Jim"" it will be treated as the sound pack root.\\It is recommended to turn off opponent names (until the trainee chief has more names) and text-to-speech when using this option."
preferences,acs_install_path_help,ACS 安装路径（不含引号），用于插件安装和更新,ACS installation path (without quotes) for plugin installation and updating .
preferences,ace_install_path_help,AC EVO 安装路径（不含引号）用于插件安装和更新。,AC EVO installation path (without quotes) for plugin installation and updating .
preferences,ams_install_path_help,AMS 安装路径（不含引号）用于插件安装和更新。,AMS installation path (without quotes) for plugin installation and updating.
preferences,rf1_install_path_help,rF1 安装路径（不含引号）用于插件安装和更新,rF1 installation path (without quotes) for plugin installation and updating.
preferences,asr_install_path_help,ASR 安装路径（不含引号），用于插件安装和更新。,ASR installation path (without quotes) for plugin installation and updating.
preferences,rf2_install_path_help,rF2 安装路径（不含引号）用于插件安装和更新。,rF2 installation path (without quotes) for plugin installation and updating.
preferences,lmu_install_path_help,Le Mans Ultimate 安装路径（不含引号）用于插件安装和更新。,Le Mans Ultimate installation path (without quotes) for plugin installation and updating.
preferences,rbr_install_path_help,RBR 安装路径（不含引号）用于插件安装和更新。,RBR installation path (without quotes) for plugin installation and updating.
preferences,gtr2_install_path_help,GTR 2 安装路径（不含引号）用于插件安装和更新。,GTR 2 installation path (without quotes) for plugin installation and updating.
preferences,f1_2018_install_path_help,F1 2018 安装路径,F1 2018 installation path.
preferences,acc_install_path_help,ACC 安装路径,ACC installation path.
preferences,f1_2019_install_path_help,F1 2019 安装路径,F1 2019 installation path.
preferences,override_default_sound_pack_location_help,使用其他文件夹存放语音包,Use an alternative folder for the Sound Pack.
preferences,enable_acs_log_sectors_for_unknown_tracks_help,将分段写入控制台窗口,Write sectors to Console window.
preferences,enable_ace_log_sectors_for_unknown_tracks_help,将分段写入控制台窗口,Write sectors to Console window.
preferences,enable_driver_names_help,工程师使用所有名称，而不仅仅是个性化称呼的。,"Chief uses all names, not just personalised ones."
preferences,enable_drs_beeps_help,DRS 检测和可用性提示音（仅限 iRacing）,Beep for DRS detection (iRacing only) and availability.
preferences,gap_message_randomness_help,1 表示较少随机（更确定），10 表示最多随机（可能在播报之间有较长的等待时间）。\结合各种前车/后车差距频率值进行调整。,"1 means less random (more deterministic), 10 means most random (potentially long waits between calls). Tweak in combination with the various gap ahead/behind frequency values."
preferences,enable_green_light_messages_help,绿灯亮时播报「向前冲! 向前冲! 向前冲!」,Go! Go! Go! message when lights turn green.
preferences,enable_pearls_of_wisdom_help,关于驾驶的建议,"""Helpful"" comments on your driving."
preferences,enable_tyre_dirt_pickup_warnings_help,启用冲出赛道、轮胎沾上泥土的提醒（仅 R3E 和 GTR 2）。,Enables warning messages about going off track and picking up dirt (R3E and GTR2 only).
preferences,attempt_pcars_opponent_pit_detection_help,监控对手的世界位置，并尝试猜测他们何时进入和离开维修道。,Monitor opponent world positions and try to guess when they're entering and leaving the pit lane.
preferences,cache_sounds_help,将声音缓存到内存,Cache sounds in memory.
preferences,disable_acs_yellow_flag_warnings_help,防止混乱的在线比赛中黄色旗播报过多,Prevents yellow flag message spamming in messy online races.
preferences,disable_ace_yellow_flag_warnings_help,防止混乱的在线比赛中黄色旗播报过多,Prevents yellow flag message spamming in messy online races.
preferences,disable_pcars_prac_and_qual_pole_deltas_help,禁用 pCARS 练习和排位杆位差距 - 这些数据不可靠。,Disable pCARS practice and qual pole deltas - these are unreliable.
preferences,launch_acs_help,启动 Crew Chief 时（因为你点击了“启动 Crew Chief”或“立即运行”\设置项自动启动它）尝试启动 Assetto Corsa。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Assetto Corsa.
preferences,launch_ace_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」\或者「立即运行」设置项自动启动它）尝试启动 Assetto Corsa EVO。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Assetto Corsa EVO.
preferences,spotter_enable_three_wide_left_and_right_help,"""三辆并排，你在左边/右边"" 播报（可能引起混淆）","Use ""three wide, you're on the left / right"" messages (can be confusing)."
preferences,use_alternate_beeps_help,使用不同的无线电声音（仅点击声）,Use a different radio sound (just the click).
preferences,use_fahrenheit_help,未选中时，使用摄氏度。,"If not checked, use Celcius."
preferences,use_listen_beep_help,按下“与 Crew Chief 通话”按钮时播放嘟声,Play a beep when you press the 'talk to Crew Chief' button.
preferences,use_listen_end_beep_help,在点击“与 Crew Chief 对话”按钮后未收到回复时播放嘟声,Play a beep when the 'talk to Crew Chief' button didn't get a reply.
preferences,min_time_between_personalised_messages_help,Crew Chief 使用你的名字播报之间的秒数。,Seconds between Crew Chief referring to you by name.
preferences,minimum_time_between_pearls_of_wisdom_help,Crew Chief 评论你表现之间的秒数,Seconds between Crew Chief commenting on your performance.
preferences,spotter_hold_repeat_frequency_help,观察员在与另一辆车并行时重复播报“保持线路”的时间间隔。,"Time between the Spotter repeating ""hold your line"" when along side a car."
preferences,spotter_hold_repeat_frequency_ovals_help,在椭圆赛道上与其他车并排时，观察员重复播报「保持走线」的间隔。,"Time between the Spotter repeating ""hold your line"" when along side a car on an oval track."
preferences,enable_oval_spotter_enhancements_help,允许在观察员播报之间进行无线电通话，并在椭圆形赛道上禁用提示音,Allow radio calls between spotter messages and disable beeps on ovals.
preferences,spotter_update_interval_help,观察员更新间隔（毫秒）,Milliseconds between spotter updates.
preferences,spotter_off_during_qualifying_help,排位赛时关闭观察员，以应对与其他不可见赛车同场的私人排位赛。,Spotter off during qualifying to cope with games that have private qualifying with other invisible cars on track.
preferences,acc_udp_data_port_help,ACC 网络数据 UDP 端口（通常应为 9000）。,ACC network data UDP port (should usually be 9000).
preferences,ace_udp_data_port_help,ACE 网络数据 UDP 端口（通常应为<tbd>）,ACE network data UDP port (should usually be <tbd>).
preferences,udp_data_port_help,pCARS 网络数据 UDP 端口（通常应为 5606）,pCARS network data UDP port (should usually be 5606).
preferences,pmr_udp_port_help,PMR 网络数据 UDP 端口（通常应为 7576）。,PMR network data UDP port (should usually be 7576).
preferences,f1_2018_udp_data_port_help,F1 2018 网络数据 UDP 端口（通常应为 20777）,F1 2018 network data UDP port (should usually be 20777).
preferences,f1_2019_udp_data_port_help,F1 2019 网络数据 UDP 端口（通常应为 20777）,F1 2019 network data UDP port (should usually be 20777).
preferences,f1_2020_udp_data_port_help,F1 2020 网络数据 UDP 端口（通常应为 20777）,F1 2020 network data UDP port (should usually be 20777).
preferences,f1_2021_udp_data_port_help,F1 2021 网络数据 UDP 端口（通常应为 20777）,F1 2021 network data UDP port (should usually be 20777).
preferences,f1_2022_udp_data_port_help,F1 2022 网络数据 UDP 端口（通常应为 20777）,F1 2022 network data UDP port (should usually be 20777)
preferences,f1_2023_udp_data_port_help,F1 2023 网络数据 UDP 端口（通常应为 20777）,F1 2023 network data UDP port (should usually be 20777)
preferences,spotter_gap_for_clear_help,车辆间距离（米），在播报 Clear 之前,Gap between cars before calling clear (metres).
preferences,messages_volume_help,Crew Chief 音量（0 - 1）,The volume of Crew Chief / spotter (0 - 1).
preferences,background_volume_help,背景音量（0 - 1）,The volume of the background sounds (0 - 1).
preferences,update_interval_help,程序更新之间的间隔时间（毫秒）,The time (milliseconds) between app updates.
preferences,use_sweary_messages_help,部分播报包含脏话 - 启用 / 禁用这些,A few messages contain swearing - this enables / disables these.
preferences,enable_spotter_help,观察员可以通过按钮启用或禁用。这设置其初始状态。,The Spotter can be enabled and disabled with a button. This sets its initial state.
preferences,speech_recognition_country_help,可选 - 用于语音识别的本地化国家。如果没有设置，\程序将使用你安装的语言包（或找到的第一个语言包）。如果设置了，则值必须是特定国家代码，\如 GB、US、IT、DA、LT。,"Optional - the localisation country to use for speech recognition. If this isn't set, the app will use which ever English pack you've installed (or the first it finds if you have more than one). If you set it, the value must be a country specifics value ex. GB, US, IT, DA, LT."
preferences,ui_language_help,可选 - 用于界面的本地化国家。如果没有设置，程序将使用操作系统语言。如果设置了，\则值必须是一个有效的 ISO 639-1 国家代码，后面跟一个破折号，\然后是两个字母的地区代码。例如 en-GB。如果没有找到翻译文件，程序将默认回到英语。,"Optional - the localisation country to use for the UI. If this isn't set, the app will use OS system language. If you set it, the value must be a valid ISO 639-1 code for country, followed by a hyphen, then a valid two letter region code. For example en-GB. If no translation file is found, the app will default back to English."
preferences,spotter_car_length_help,车辆的长度，用于检查是否有重叠。如果观察员在没有重叠时呼叫“保持线路”，请减小此值。\如果有明显重叠但观察员未呼叫“保持线路”，请增大此值。,"The length of a car, used to check if there's an overlap. Decrease this if the Spotter calls 'hold your line' when you're not overlapping. Increase it if the Spotter doesn't call 'hold your line' when you clearly are overlapping."
preferences,time_after_race_start_for_spotter_help,比赛开始后等待这么多秒再启用观察员。,Wait this many seconds after race start before enabling the spotter.
preferences,min_speed_for_spotter_help,速度低于此值时不使用观察员,Don't use the Spotter if your speed is less than this.
preferences,max_closing_speed_for_spotter_help,如果与另一辆车的相对速度大于此值，则不要播报「保持线路」。,Don't call 'hold your line' if the closing speed between you and the other car is greater than this.
preferences,spotter_clear_delay_help,观察员在播报「安全通过」前需要保持清晰讲话的毫秒数。,You need to be clear for this many milliseconds before the Spotter calls 'clear'.
preferences,spotter_overlap_delay_help,观察员需要在重叠多少毫秒后播报“保持线路”。,You need to be overlapping for this many milliseconds before the Spotter calls 'hold your line'.
preferences,custom_device_guid_help,如果程序未在设备列表中显示您的控制器，请手动设置控制器的 GUID。,Manually set a controller GUID if the app doesn't display your controller in the devices list.
preferences,launch_raceroom_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」或「立即运行」\设置项自动启动它）尝试启动 RaceRoom Racing Experience。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch RaceRoom Racing Experience.
preferences,r3e_launch_params_help,这用于告诉 Steam 要运行哪个应用——R3E 的 Steam app ID 是\211500。如果您指定了 RRRE.exe 的路径，则可以留空此项。,This is used to tell Steam what app to run - R3E's Steam app ID is 211500. If you specified a path RRRE.exe you can leave this blank.
preferences,launch_race_remaster_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」或「立即运行」\设置项自动启动它）尝试启动 Race Remaster。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Race Remaster.
preferences,pcars32_launch_params_help,这用于告诉 Steam 要运行哪个应用——pCARS 的 Steam app ID 是\234630。如果你指定了 pcars32.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - pCARS' Steam app ID is 234630. If you specified a path pcars32.exe you can leave this blank.
preferences,pcars64_launch_params_help,这用于告诉 Steam 要运行哪个应用 - pCARS 的 Steam app ID 是\234630。如果你指定了 pcars64.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - pCARS' Steam app ID is 234630. If you specified a path pcars64.exe you can leave this blank.
preferences,rf1_launch_params_help,这用于告诉 Steam 要运行哪个应用——rFactor 的 Steam app ID\是 339790。如果您指定了 rFactor.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - rFactor's Steam app ID is 339790. If you specified a path rFactor.exe you can leave this blank.
preferences,rf2_launch_params_help,这用于告诉 Steam 要运行哪个应用——rFactor 2 的 Steam app\ID 是 365960。如果你指定了 rFactor2.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - rFactor 2's Steam app ID is 365960. If you specified a path rFactor2.exe you can leave this blank.
preferences,lmu_launch_params_help,这用于告诉 Steam 要运行哪个应用——Le Mans Unlimited 的\Steam app ID 是 2399420。如果您指定了 lmu.exe 的路径，\则可以留空此项。,This is used to tell Steam what app to run - Le Mans Unlimited's Steam app ID is 2399420. If you specified a path lmu.exe you can leave this blank.
preferences,gsc_launch_params_help,这用于告诉 Steam 要运行哪个应用——Stock Car Extreme 的\Steam app ID 是 273840。如果你指定了 GSC.exe 的路径，\可以留空此项。,This is used to tell Steam what app to run - Stock Car Extreme's Steam app ID is 273840. If you specified a path GSC.exe you can leave this blank.
preferences,ams_launch_params_help,这用于告诉 Steam 要运行哪个应用——Automobilista 的 Steam\app ID 是 431600。如果你指定了 AMS.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - Automobilista's Steam app ID is 431600. If you specified a path AMS.exe you can leave this blank.
preferences,acs_launch_params_help,这用于告诉 Steam 要运行哪个应用——Assetto Corsa 的 Steam\app ID 是 244210。如果您指定了 ACS.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - Assetto Corsa's Steam app ID is 244210. If you specified a path ACS.exe you can leave this blank.
preferences,ace_launch_params_help,这用于告诉 Steam 要运行哪个应用——Assetto Corsa EVO 的\Steam app ID 是 3058630。如果你指定了 ACE.exe 的路径，\可以留空此选项。,This is used to tell Steam what app to run - Assetto Corsa EVO's Steam app ID is 3058630. If you specified a path ACE.exe you can leave this blank.
preferences,marcas_launch_params_help,这用于告诉 Steam 要运行哪个应用 - Copa Petrobras de\Marcas 的 Steam app ID 是 359800。\如果你指定了 marcas.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - Copa Petrobras de Marcas Steam app ID is 359800. If you specified a path marcas.exe you can leave this blank.
preferences,ftruck_launch_params_help,这用于告诉 Steam 要运行哪个应用——Formula Truck 的 Steam\app ID 是 273750。如果你指定了 FTruck.exe 的路径，\可以留空此项。,This is used to tell Steam what app to run - Formula Truck's Steam app ID is 273750. If you specified a path FTruck.exe you can leave this blank.
preferences,f1_2018_launch_params_help,用于告诉 Steam 要运行哪个应用——F1 2018 的 Steam app ID 是\737800。如果你指定了 f1_2018.exe 路径，可以留空此项。,This is used to tell Steam what app to run - F1 2018's Steam app ID is 737800. If you specified a path f1_2018.exe you can leave this blank.
preferences,f1_2019_launch_params_help,用于告诉 Steam 要运行哪个应用 - F1 2019 的 Steam app ID\是 928600。如果你指定了 f1_2019.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - F1 2019's Steam app ID is 928600. If you specified a path f1_2019.exe you can leave this blank.
preferences,f1_2020_launch_params_help,这用于告诉 Steam 要运行哪个应用——F1 2020 的 Steam app ID\是 1080110。如果你指定了 f1_2020.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - F1 2020's Steam app ID is 1080110. If you specified a path f1_2020.exe you can leave this blank.
preferences,f1_2021_launch_params_help,用于告诉 Steam 要运行哪个应用——F1 2021 的 Steam app ID 是\1134570。如果你指定了 f1_2021.exe 路径，可以留空此项。,This is used to tell Steam what app to run - F1 2021's Steam app ID is 1134570. If you specified a path f1_2021.exe you can leave this blank.
preferences,f1_2022_launch_params_help,用于告诉 Steam 要运行哪个应用 - F1 2022 的 Steam app ID\是 1692250。如果你指定了路径 f1_2022.exe，可以留空此项。,This is used to tell Steam what app to run - F1 2022's Steam app ID is 1692250. If you specified a path f1_2022.exe you can leave this blank.
preferences,f1_2023_launch_params_help,用于告诉 Steam 要运行哪个应用——F1 2023 的 Steam app ID 是\2108330。如果你指定了 f1_2023.exe 路径，可以留空此项。,This is used to tell Steam what app to run - F1 2023's Steam app ID is 2108330. If you specified a path f1_2023.exe you can leave this blank.
preferences,r3e_launch_exe_help,这是 Steam.exe 的位置，或直接指向 RRRE.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to RRRE.exe.
preferences,rbr_launch_exe_help,这是直接路径（不含引号）到 RichardBurnsRally_SSE.exe。,This is the direct path (without quotes) to RichardBurnsRally_SSE.exe.
preferences,gtr2_launch_exe_help,这是直接路径（不带引号）到 GTR2.exe。,This is the direct path (without quotes) to GTR2.exe.
preferences,dirt_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 dirtrally.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to dirtrally.exe.
preferences,dirt_launch_params_help,这用于告诉 Steam 要运行哪个应用——Dirt Rally 的 Steam app\ID 是 310560。如果你指定了 dirtrally.exe 的路径，可以留空此项。,This is used to tell Steam what app to run - Dirt Rally's Steam app ID is 310560. If you specified a path dirtrally.exe you can leave this blank.
preferences,dirt2_launch_exe_help,这是 Steam.exe 的位置，\或直接指向 dirtrally2.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to dirtrally2.exe.
preferences,dirt2_launch_params_help,用于告诉 Steam 要运行哪个应用——Dirt Rally 2 的 Steam app\ID 是 690790。如果你指定了 dirtrally.exe 路径，可以留空此项。,This is used to tell Steam what app to run - Dirt Rally 2's Steam app ID is 690790. If you specified a path dirtrally.exe you can leave this blank.
preferences,acc_launch_exe_help,这是 Steam.exe 的位置，或是直接指向 acc.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to acc.exe.
preferences,rf1_launch_exe_help,这是 Steam.exe 的位置，或直接指向 rFactor.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to rFactor.exe.
preferences,asr_launch_exe_help,这是直接路径（不含引号）到 ARCA.exe。,This is the direct path (without quotes) to ARCA.exe.
preferences,rf2_launch_exe_help,这是 Steam.exe 的位置，\或直接指向 rFactor2.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to rFactor2.exe.
preferences,lmu_launch_exe_help,这是 Steam.exe 的位置，\或直接指向 rFactor2.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to rFactor2.exe.
preferences,gsc_launch_exe_help,这是 Steam.exe 的位置，或直接指向 GSC.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to GSC.exe.
preferences,ams_launch_exe_help,这是 Steam.exe 的位置，或直接指向 AMS.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to AMS.exe.
preferences,acs_launch_exe_help,这是 Steam.exe 的位置，或是直接指向 ACS.exe 的路径（不带引号）。,This is the location of Steam.exe or the direct path (without quotes) to ACS.exe.
preferences,ace_launch_exe_help,这是 Steam.exe 的位置，\或直接指向 AssettoCorsaEVO.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to AssettoCorsaEVO.exe.
preferences,marcas_launch_exe_help,这是 Steam.exe 的位置，或是直接指向 marcas.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to marcas.exe.
preferences,ftruck_launch_exe_help,这是 Steam.exe 的位置，或直接指向 FTruck.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to FTruck.exe.
preferences,pcars32_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 pcars32.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to pcars32.exe.
preferences,pcars64_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 pcars64.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to pcars64.exe.
preferences,f1_2018_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2018.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2018.exe.
preferences,f1_2019_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2019.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2019.exe.
preferences,f1_2020_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2020.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2020.exe.
preferences,f1_2021_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2021.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2021.exe.
preferences,f1_2022_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2022.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2022.exe.
preferences,f1_2023_launch_exe_help,这是 Steam.exe 的位置，\或是直接指向 f1_2023.exe 的路径（不带引号）,This is the location of Steam.exe or the direct path (without quotes) to f1_2023.exe.
preferences,launch_rfactor1_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」\或者「立即运行」设置项自动启动它）尝试启动 rFactor。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch rFactor.
preferences,launch_asr_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」\或者「立即运行」设置项自动启动它）尝试启动 ASR。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch ASR.
preferences,launch_rfactor2_help,启动 Crew Chief（因为你点击了“启动 Crew Chief”或“立即运行”设置\项自动启动它）时，尝试启动 rFactor 2。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch rFactor 2.
preferences,launch_lmu_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」或「立即运行」\设置项自动启动它）尝试启动 LMU 。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch LMU .
preferences,launch_rbr_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」\或者「立即运行」设置项自动启动它）尝试启动 Richard Burns Rally。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Richard Burns Rally.
preferences,launch_gtr2_help,启动 Crew Chief（因为你点击了“启动 Crew Chief”或“立即运行”设置\项自动启动它）时，尝试启动 GTR 2。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch GTR 2.
preferences,launch_dirt_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」或「立即运行」\设置项自动启动它）尝试启动 Dirt Rally。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Dirt Rally.
preferences,launch_dirt2_help,启动 Crew Chief（因为你点击了“启动 Crew Chief”或“立即运行”属性\自动启动它）时，尝试启动 Dirt Rally 2。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Dirt Rally 2.
preferences,launch_gsc_help,启动 Crew Chief 时（因为你点击了「启动 Crew Chief」或「立即运行」\设置项自动启动它）尝试启动 Stock Car Extreme。,When Crew Chief starts (because you click 'Start Crew Chief' or the 'Run immediately' property auto starts it) attempt to launch Stock Car Extreme.
