audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\acknowledge\spotterDisabled_Geoffrey,10.wav,好的，不再为你报点,好的，不再为你报点,"okay, no more calls for you"
\voice\acknowledge\spotterDisabled_Geoffrey,11.wav,好的，我停止,好的，我停止,"all right, I'll stop"
\voice\acknowledge\spotterDisabled_Geoffrey,12.wav,好的，不再报点,好的，不再报点,"okay, no more calls"
\voice\acknowledge\spotterDisabled_Geoffrey,13.wav,行吧,行吧,"well, fine then"
\voice\acknowledge\spotterDisabled_Geoffrey,14.wav,还要我怎样，天啊，我不说了,还要我怎样，天啊，我不说了,"what else do you want from me, jeez, I'll stop calling"
\voice\acknowledge\spotterDisabled_Geoffrey,2.wav,好的，没有了,好的，没有了,"all right, no more"
\voice\acknowledge\spotterDisabled_Geoffrey,3.wav,闭嘴,闭嘴,shuttin' up
\voice\acknowledge\spotterDisabled_Geoffrey,4.wav,好的，不再报点,好的，不再报点,"okay, no more calls"
\voice\acknowledge\spotterDisabled_Geoffrey,5.wav,收到，不再,收到，不再,"you got it, no more"
\voice\acknowledge\spotterDisabled_Geoffrey,6.wav,好的，不再报点,好的，不再报点,"okay, no more calls"
\voice\acknowledge\spotterDisabled_Geoffrey,8.wav,好的，不再报点,好的，不再报点,"okay, no more calls"
\voice\acknowledge\spotterDisabled_Geoffrey,9.wav,不再报点了？确定,不再报点了？确定,no more calls? sure
\voice\acknowledge\spotterDisabled_Jerry,1.wav,明白，我就不打扰了。,明白，我就不打扰了。,"Roger that, I'll leave you to it."
\voice\acknowledge\spotterDisabled_Jerry,2.wav,好的，交给你了。,好的，交给你了。,"Okay, I'll leave you to it."
\voice\acknowledge\spotterDisabled_Jerry,3_male.wav,好的，老兄；你最清楚。,好的，老兄；你最清楚。,"Alright, man; you know best."
\voice\acknowledge\spotterDisabled_Jerry,4.wav,好的，需要我的时候叫我。,好的，需要我的时候叫我。,"Alright, I'm here if you need me."
\voice\acknowledge\spotterDisabled_Jerry,5.wav,好的，我闭嘴。,好的，我闭嘴。,"Alright, I'll shut up."
\voice\acknowledge\spotterDisabled_Jerry,6.wav,收到；自行其事！,收到；自行其事！,Copy that; do your thing!
\voice\acknowledge\spotterDisabled_Jerry,7.wav,收到；我不会打扰你了。,收到；我不会打扰你了。,Copy that; I'll leave you alone.
\voice\acknowledge\spotterDisabled_Lee,1.wav,好的，不再报点,好的，不再报点,"okay, no more spotting"
\voice\acknowledge\spotterDisabled_Lee,2.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Lee,3.wav,好的，我会停止报点,好的，我会停止报点,"okay, mate, I'll stop spotting"
\voice\acknowledge\spotterDisabled_Lee,4.wav,好的，伙计，不再提供领航报点,好的，伙计，不再提供领航报点,"okay, mate, no more spotting calls"
\voice\acknowledge\spotterDisabled_Lee,5.wav,好的，不再报点,好的，不再报点,"okay, no more spotting"
\voice\acknowledge\spotterDisabled_Lee,6.wav,好的，我不会做观察员的工作了,好的，我不会做观察员的工作了,"okay, mate, I won't do the spotting"
\voice\acknowledge\spotterDisabled_Lee,7.wav,好的，没了，不再报点,好的，没了，不再报点,"okay, mate, no problem, no more spotting"
\voice\acknowledge\spotterDisabled_Matt,1.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Matt,2.wav,好的，没有观察员报点,好的，没有观察员报点,"okay, no spotter calls"
\voice\acknowledge\spotterDisabled_Matt,3.wav,撞了算你的,撞了算你的,"if you wreck, it's on you"
\voice\acknowledge\spotterDisabled_Matt,4.wav,撞了算你的,撞了算你的,"if you wreck, it's on you"
\voice\acknowledge\spotterDisabled_Micha,01.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Micha,02.wav,好的，我闭嘴,好的，我闭嘴,"okay, I'll shut my mouth"
\voice\acknowledge\spotterDisabled_Micha,03.wav,好的，我将保持沉默,好的，我将保持沉默,"all right, I'll be silent"
\voice\acknowledge\spotterDisabled_Mike,1.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Mike,2.wav,好的，不进行观察员报点,好的，不进行观察员报点,"okay, no spotter call"
\voice\acknowledge\spotterDisabled_Mike,3.wav,好的，我闭嘴,好的，我闭嘴,"okay, I'll shut the hell up"
\voice\acknowledge\spotterDisabled_Phil,1.wav,收到，不再有观察员报点,收到，不再有观察员报点,"you got it, no more spotter calls"
\voice\acknowledge\spotterDisabled_Phil,10.wav,明白，无需观察员报点,明白，无需观察员报点,"10-4, no spotter calls"
\voice\acknowledge\spotterDisabled_Phil,2.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Phil,3.wav,好的，没有观察员报点,好的，没有观察员报点,"all right, no spotter calls"
\voice\acknowledge\spotterDisabled_Phil,4.wav,收到，不需观察员报点,收到，不需观察员报点,"you got it, no spotter calls"
\voice\acknowledge\spotterDisabled_Phil,5.wav,好的，没有观察员报点,好的，没有观察员报点,"sure thing, no spotter calls"
\voice\acknowledge\spotterDisabled_Phil,6.wav,行，你自己来,行，你自己来,"all right, you're on your own"
\voice\acknowledge\spotterDisabled_Phil,7.wav,你自己来，兄弟，不报点了,你自己来，兄弟，不报点了,"you're on your own, buddy, no spotter calls"
\voice\acknowledge\spotterDisabled_Phil,8.wav,好的，我不再报点了,好的，我不再报点了,"all right, I won't spot anymore"
\voice\acknowledge\spotterDisabled_Phil,9.wav,不再有无线电报，你来掌控,不再有无线电报，你来掌控,"no more spotter calls, you got it"
\voice\acknowledge\spotterDisabled_Ross,1.wav,观察员下线,观察员下线,"spotter, out"
\voice\acknowledge\spotterDisabled_Ross,2.wav,这个观察员下班了,这个观察员下班了,this spotter has left the building
\voice\acknowledge\spotterDisabled_Ross,3.wav,比赛结束见,比赛结束见,I'll see you after the race
\voice\acknowledge\spotterDisabled_Ross,4.wav,要是暂时用不上我，我去吃个冰淇淋,要是暂时用不上我，我去吃个冰淇淋,"if you don't need me for a while, I've got an ice cream craving"
\voice\acknowledge\spotterDisabled_Ross,5.wav,行吧，你觉得你自己更行那就来,行吧，你觉得你自己更行那就来,"well, fine, if you think you can do it better"
\voice\acknowledge\spotterDisabled_Ross,6.wav,好的，需要我就喊，我先眯一会,好的，需要我就喊，我先眯一会,"okay, I'll be taking a nap if you need me"
\voice\acknowledge\spotterDisabled_Ross,7.wav,这还不够精彩吗,这还不够精彩吗,are you not entertained?
\voice\acknowledge\spotterDisabled_Ross,8.wav,这还不够精彩吗,这还不够精彩吗,are you not entertained?
\voice\acknowledge\spotterDisabled_Ross,9.wav,后会有期，宝贝,后会有期，宝贝,"hasta la vista, baby"
\voice\acknowledge\spotterDisabled_Sammy,1.wav,好的，不再报点,好的，不再报点,"okay, no more spotting"
\voice\acknowledge\spotterDisabled_Sammy,2.wav,好的，不再报点,好的，不再报点,"okay, no more calls"
\voice\acknowledge\spotterDisabled_Sammy,3.wav,好的，不再发送观察员报点,好的，不再发送观察员报点,"okay, no more spotter calls"
\voice\acknowledge\spotterDisabled_Sammy,4.wav,好的，没有观察员报点,好的，没有观察员报点,"okay, no spotter calls"
\voice\acknowledge\spotterEnabled,1.wav,明白了，我会发出那些报点,明白了，我会发出那些报点,"understood, I'll give those calls"
\voice\acknowledge\spotterEnabled,2.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled,3.wav,明白了，我会发出那些报点,明白了，我会发出那些报点,"understood, I'll give those calls"
\voice\acknowledge\spotterEnabled_Billy,1.wav,好的，我在这里,好的，我在这里,"all right, I'm here"
\voice\acknowledge\spotterEnabled_Billy,2.wav,好的，我来为你报点,好的，我来为你报点,"okay, I'll spot you"
\voice\acknowledge\spotterEnabled_Billy,3.wav,我是你的观察员,我是你的观察员,I am your spotter
\voice\acknowledge\spotterEnabled_Billy,4.wav,这个观察员在线,这个观察员在线,this spotter is available
\voice\acknowledge\spotterEnabled_Billy,5.wav,哦，你现在要我来为你报点,哦，你现在要我来为你报点,"oh, so now you want me to spot you"
\voice\acknowledge\spotterEnabled_Clare,1.wav,收到，从这里开始报点，克莱,收到，从这里开始报点，克莱,"acknowledged, we'll have spotter calls from here, please, Clare"
\voice\acknowledge\spotterEnabled_Clare,2.wav,好的，开始报点，克莱,好的，开始报点，克莱,"okay, make those calls, please, Clare"
\voice\acknowledge\spotterEnabled_Clare,3.wav,好的，开始报点，克莱,好的，开始报点，克莱,"okay, spotter calls, please, Clare"
\voice\acknowledge\spotterEnabled_Florian,1.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Florian,10.wav,好的，我将发出那些信号,好的，我将发出那些信号,"okay, I will give those calls"
\voice\acknowledge\spotterEnabled_Florian,2.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Florian,3.wav,好的，我来报点,好的，我来报点,"okay, I will spot"
\voice\acknowledge\spotterEnabled_Florian,4.wav,好的，我来报点,好的，我来报点,"okay, I will spot"
\voice\acknowledge\spotterEnabled_Florian,5.wav,好的，我将开始报点,好的，我将开始报点,"okay, I will be spotting"
\voice\acknowledge\spotterEnabled_Florian,6.wav,好的，我将发出那些信号,好的，我将发出那些信号,"okay, I will give those calls"
\voice\acknowledge\spotterEnabled_Florian,7.wav,好的，我将发出那些信号,好的，我将发出那些信号,"okay, I will give those calls"
\voice\acknowledge\spotterEnabled_Florian,8.wav,好的，我将发出那些信号,好的，我将发出那些信号,"okay, I will give those calls"
\voice\acknowledge\spotterEnabled_Florian,9.wav,好的，我来报这些信号,好的，我来报这些信号,"okay, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,1.wav,好的，我来报这些信号,好的，我来报这些信号,"okay, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,10.wav,好的，我来报这些信号,好的，我来报这些信号,"okay, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,11.wav,好的，我来给你报这些信号,好的，我来给你报这些信号,"all right, I'll give those calls for you"
\voice\acknowledge\spotterEnabled_Geoffrey,12.wav,收到，我会给你那些报点,收到，我会给你那些报点,"you got it, man, I'll give you those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,13.wav,好的，我来报话,好的，我来报话,"sure thing, I'm calling"
\voice\acknowledge\spotterEnabled_Geoffrey,14.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,15.wav,好的，我来报点,好的，我来报点,"sure, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,16.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,17.wav,好的，我来报点,好的，我来报点,"yes, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,18.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,19.wav,收到，伙计，我在观察,收到，伙计，我在观察,"you got it, buddy, I'm spotting"
\voice\acknowledge\spotterEnabled_Geoffrey,2.wav,收到，我在报点,收到，我在报点,"you got it, I'm calling"
\voice\acknowledge\spotterEnabled_Geoffrey,20.wav,收到，我是观察员,收到，我是观察员,"you got it, I'm spotting"
\voice\acknowledge\spotterEnabled_Geoffrey,21.wav,收到，我来报点,收到，我来报点,"you got it, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,22.wav,盯着呢,盯着呢,spottin'
\voice\acknowledge\spotterEnabled_Geoffrey,23.wav,好的，我来报点,好的，我来报点,"yes, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,24.wav,好的，盯着呢,好的，盯着呢,"yep, spotting"
\voice\acknowledge\spotterEnabled_Geoffrey,25.wav,我盯着呢,我盯着呢,I'm spotting
\voice\acknowledge\spotterEnabled_Geoffrey,26.wav,我来给你盯着,我来给你盯着,I'll spot for ya
\voice\acknowledge\spotterEnabled_Geoffrey,27.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,28.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Geoffrey,3.wav,好的，我来报话,好的，我来报话,"okay, I'm calling"
\voice\acknowledge\spotterEnabled_Geoffrey,4.wav,好的，我来报这些信号,好的，我来报这些信号,"all right, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,5.wav,收到，我来报这些情况,收到，我来报这些情况,"you got it, I'm giving those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,6.wav,收到，我在报点,收到，我在报点,"you got it, I'm calling"
\voice\acknowledge\spotterEnabled_Geoffrey,7.wav,好的，我会给出那些报点,好的，我会给出那些报点,"sure, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,8.wav,好的，我会发出那些信号,好的，我会发出那些信号,"yeah, I'll give those calls"
\voice\acknowledge\spotterEnabled_Geoffrey,9.wav,好的，我会给出那些报点,好的，我会给出那些报点,"sure, I'll give those calls"
\voice\acknowledge\spotterEnabled_Jerry,1.wav,明白；我盯上了！,明白；我盯上了！,Roger that; I got ya!
\voice\acknowledge\spotterEnabled_Jerry,2.wav,没问题,没问题,Will do!
\voice\acknowledge\spotterEnabled_Jerry,3.wav,好的，我跟上了！,好的，我跟上了！,"Okay, I got ya!"
\voice\acknowledge\spotterEnabled_Jerry,4_male.wav,好的，我在这儿为你效劳，伙计！,好的，我在这儿为你效劳，伙计！,"Alright, I'm here for ya, man!"
\voice\acknowledge\spotterEnabled_Jerry,5.wav,好的，我在这儿为你服务！,好的，我在这儿为你服务！,"Alright, I'm here for ya!"
\voice\acknowledge\spotterEnabled_Jerry,6.wav,开干,开干,Let's do this!
\voice\acknowledge\spotterEnabled_Jerry,7.wav,收到，我会留意的！,收到，我会留意的！,"Copy that, I'll keep an eye out!"
\voice\acknowledge\spotterEnabled_Lee,1.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Lee,2.wav,好的，我可以给他们发信号,好的，我可以给他们发信号,"okay, I can give them calls"
\voice\acknowledge\spotterEnabled_Lee,3.wav,好的，我来报点,好的，我来报点,"okay, I'll do the spotting"
\voice\acknowledge\spotterEnabled_Lee,4.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Lee,5.wav,好的，我会负责观察,好的，我会负责观察,"okay, mate, I'll spot"
\voice\acknowledge\spotterEnabled_Lee,6.wav,好的，我会来做观察员,好的，我会来做观察员,"okay, mate, I'll do the spotting"
\voice\acknowledge\spotterEnabled_Lee,7.wav,好的，我会来做观察员,好的，我会来做观察员,"okay, mate, no problem, I'll do the spotting"
\voice\acknowledge\spotterEnabled_Lee,8.wav,好的，我会报话,好的，我会报话,"okay, mate, I'll give calls"
\voice\acknowledge\spotterEnabled_Matt,1.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
\voice\acknowledge\spotterEnabled_Matt,2.wav,好的，我来报这些信号,好的，我来报这些信号,"okay, I'll give those calls"
\voice\acknowledge\spotterEnabled_Matt,3.wav,我就是你的眼睛,我就是你的眼睛,I'm your eye in the sky
\voice\acknowledge\spotterEnabled_Matt,4.wav,我就是你的眼睛,我就是你的眼睛,I'm your eye in the sky
\voice\acknowledge\spotterEnabled_Micha,01.wav,好的，我会做的,好的，我会做的,"okay, I will do it"
\voice\acknowledge\spotterEnabled_Micha,02.wav,好的，我会给你那些报点,好的，我会给你那些报点,"okay, I'll give you those calls"
\voice\acknowledge\spotterEnabled_Micha,03.wav,行，那就走,行，那就走,"all right, then let's go"
\voice\acknowledge\spotterEnabled_Micha,04.wav,行，老兄,行，老兄,"yes, man"
\voice\acknowledge\spotterEnabled_Micha,05.wav,来吧，我正想比赛，来来来,来吧，我正想比赛，来来来,"let's get it on, I'm in the mood to race, yes, yes, yes"
\voice\acknowledge\spotterEnabled_Mike,1.wav,好的，我来为你报点,好的，我来为你报点,"okay, I'll spot for you"
\voice\acknowledge\spotterEnabled_Mike,2.wav,好的，我会为你发出那些信号,好的，我会为你发出那些信号,"okay, I'll give those calls for you"
\voice\acknowledge\spotterEnabled_Mike,3.wav,好的，我来当你的观察员,好的，我来当你的观察员,"all right, I'll be your spotter"
\voice\acknowledge\spotterEnabled_Phil,1.wav,好的，我来报点,好的，我来报点,"okay, I'll spot"
