audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\conditions\drizzle_increasing,1_op_prefix_ok.wav,it's starting to drizzle,it's starting to drizzle,it's starting to drizzle
\voice\conditions\drizzle_increasing,2.wav,there's a bit of drizzle starting,there's a bit of drizzle starting,there's a bit of drizzle starting
\voice\conditions\drizzle_increasing,3.wav,we're seeing a few spots of drizzle now,we're seeing a few spots of drizzle now,we're seeing a few spots of drizzle now
\voice\conditions\fahrenheit,1.wav,fahrenheit,fahrenheit,fahrenheit
\voice\conditions\fahrenheit,2.wav,fahrenheit,fahrenheit,fahrenheit
\voice\conditions\fahrenheit,3.wav,fahrenheit,fahrenheit,fahrenheit
\voice\conditions\heavy_rain_decreasing,1_op_prefix_ok.wav,"it's chucking it down now, but easing off, take it easy","it's chucking it down now, but easing off, take it easy","it's chucking it down now, but easing off, take it easy"
\voice\conditions\heavy_rain_decreasing,2.wav,"the rain's easing off a bit, but it's still heavy, take care","the rain's easing off a bit, but it's still heavy, take care","the rain's easing off a bit, but it's still heavy, take care"
\voice\conditions\heavy_rain_decreasing,3_op_suffix_please.wav,"it's still really raining, but it seems to be decreasing","it's still really raining, but it seems to be decreasing","it's still really raining, but it seems to be decreasing"
\voice\conditions\heavy_rain_increasing,1_op_suffix_please.wav,"this rain's really heavy now, and getting harder, take care","this rain's really heavy now, and getting harder, take care","this rain's really heavy now, and getting harder, take care"
\voice\conditions\heavy_rain_increasing,2_op_prefix_ok.wav,"it's really raining now, seems to be increasing","it's really raining now, seems to be increasing","it's really raining now, seems to be increasing"
\voice\conditions\heavy_rain_increasing,3_op_suffix_please.wav,it's chucking it down now,it's chucking it down now,it's chucking it down now
\voice\conditions\heavy_rain_increasing,4_op_prefix_ok.wav,"getting harder, take it easy","getting harder, take it easy","getting harder, take it easy"
\voice\conditions\light_rain_decreasing,1.wav,"it's not raining so heavily now, seems to be improving","it's not raining so heavily now, seems to be improving","it's not raining so heavily now, seems to be improving"
\voice\conditions\light_rain_decreasing,2_op_prefix_ok.wav,"light rain now, looks like it's getting better","light rain now, looks like it's getting better","light rain now, looks like it's getting better"
\voice\conditions\light_rain_decreasing,3.wav,the rain's easy right off now,the rain's easy right off now,the rain's easy right off now
\voice\conditions\light_rain_decreasing,4.wav,"we've got light rain here, it's clearing up","we've got light rain here, it's clearing up","we've got light rain here, it's clearing up"
\voice\conditions\light_rain_increasing,1.wav,"we've got a bit of rain now, looks like it's getting harder","we've got a bit of rain now, looks like it's getting harder","we've got a bit of rain now, looks like it's getting harder"
\voice\conditions\light_rain_increasing,2_op_prefix_ok.wav,"we're seeing a few spots of rain, seems to be increasing","we're seeing a few spots of rain, seems to be increasing","we're seeing a few spots of rain, seems to be increasing"
\voice\conditions\light_rain_increasing,3.wav,"we've got light rain here, getting harder","we've got light rain here, getting harder","we've got light rain here, getting harder"
\voice\conditions\maximum_rain,2.wav,"the rain's absolutely terrible here, be careful","the rain's absolutely terrible here, be careful","the rain's absolutely terrible here, be careful"
\voice\conditions\maximum_rain,sweary_1.wav,"it's like a fucking monsoon here, watch out","it's like a fucking monsoon here, watch out","it's like a fucking monsoon here, watch out"
\voice\conditions\maximum_rain,sweary_3.wav,"it's properly pissing it down here, mate","it's properly pissing it down here, mate","it's properly pissing it down here, mate"
\voice\conditions\mid_rain_decreasing,2.wav,"the rain's easing now, looks like conditions are improving","the rain's easing now, looks like conditions are improving","the rain's easing now, looks like conditions are improving"
\voice\conditions\mid_rain_increasing,1_op_prefix_ok.wav,"we're getting proper rain now, looks like it's getting harder","we're getting proper rain now, looks like it's getting harder","we're getting proper rain now, looks like it's getting harder"
\voice\conditions\mid_rain_increasing,2.wav,"it's raining now, seems to be increasing","it's raining now, seems to be increasing","it's raining now, seems to be increasing"
\voice\conditions\mid_rain_increasing,3.wav,"it's quite rainy now, and getting harder","it's quite rainy now, and getting harder","it's quite rainy now, and getting harder"
\voice\conditions\seeing_some_rain,1_op_prefix_ok.wav,we're seeing some rain,we're seeing some rain,we're seeing some rain
\voice\conditions\seeing_some_rain,2_op_prefix_ok.wav,we're starting to see some rain,we're starting to see some rain,we're starting to see some rain
\voice\conditions\seeing_some_rain,3_op_prefix_ok.wav,it looks like it's raining,it looks like it's raining,it looks like it's raining
\voice\conditions\seeing_some_rain,4_op_prefix_ok.wav,it's raining here,it's raining here,it's raining here
\voice\conditions\seeing_some_rain,5_op_prefix_ok.wav,we're seeing some rain,we're seeing some rain,we're seeing some rain
\voice\conditions\seeing_some_rain,sweary_6.wav,it's starting to piss down out here,it's starting to piss down out here,it's starting to piss down out here
\voice\conditions\stopped_raining,1_op_prefix_ok.wav,it stopped raining,it stopped raining,it stopped raining
\voice\conditions\stopped_raining,2_op_prefix_ok.wav,it looks like it stopped raining,it looks like it stopped raining,it looks like it stopped raining
\voice\conditions\stopped_raining,3_op_prefix_ok.wav,no more rain,no more rain,no more rain
\voice\conditions\stopped_raining,4_op_prefix_ok.wav,it's stopped raining,it's stopped raining,it's stopped raining
\voice\conditions\track_temp_decreasing_its_now,1.wav,"the track temperature's decreasing, it's now","the track temperature's decreasing, it's now","the track temperature's decreasing, it's now"
\voice\conditions\track_temp_decreasing_its_now,2.wav,"the track temperature's falling, it's now","the track temperature's falling, it's now","the track temperature's falling, it's now"
\voice\conditions\track_temp_decreasing_its_now,3.wav,"the track temperature's decreasing, it's now","the track temperature's decreasing, it's now","the track temperature's decreasing, it's now"
\voice\conditions\track_temp_increasing_its_now,1.wav,"the track temperature's increasing, it's now","the track temperature's increasing, it's now","the track temperature's increasing, it's now"
\voice\conditions\track_temp_increasing_its_now,2.wav,"the track temperature's rising, it's now","the track temperature's rising, it's now","the track temperature's rising, it's now"
\voice\conditions\track_temp_increasing_its_now,3.wav,"the track temp's increasing, it's now","the track temp's increasing, it's now","the track temp's increasing, it's now"
\voice\conditions\track_temp_is,1.wav,the track temp is,the track temp is,the track temp is
\voice\conditions\track_temp_is,2.wav,the track temp is,the track temp is,the track temp is
\voice\conditions\track_temp_is,3.wav,the track temp is,the track temp is,the track temp is
\voice\conditions\track_temp_is_now,1.wav,the track temperature is now,the track temperature is now,the track temperature is now
\voice\conditions\track_temp_is_now,2.wav,the track temp is now,the track temp is now,the track temp is now
\voice\conditions\track_temp_is_now,3.wav,the track temperature's now,the track temperature's now,the track temperature's now
\voice\conditions\we_expect_drizzle_in_the_next,1.wav,we expect drizzle in the next,we expect drizzle in the next,we expect drizzle in the next
\voice\conditions\we_expect_drizzle_in_the_next,2.wav,we expect drizzle in the next,we expect drizzle in the next,we expect drizzle in the next
\voice\conditions\we_expect_drizzle_in_the_next,3.wav,we expect drizzle in the next,we expect drizzle in the next,we expect drizzle in the next
\voice\conditions\we_expect_drizzle_in_the_next,4.wav,we expect drizzle in the next,we expect drizzle in the next,we expect drizzle in the next
\voice\conditions\we_expect_drizzle_in_the_next,5.wav,we expect drizzle in the next,we expect drizzle in the next,we expect drizzle in the next
\voice\conditions\we_expect_heavy_rain_in_the_next,1.wav,we expect heavy rain in the next,we expect heavy rain in the next,we expect heavy rain in the next
\voice\conditions\we_expect_heavy_rain_in_the_next,2.wav,we expect heavy rain in the next,we expect heavy rain in the next,we expect heavy rain in the next
\voice\conditions\we_expect_heavy_rain_in_the_next,3.wav,we expect heavy rain in the next,we expect heavy rain in the next,we expect heavy rain in the next
\voice\conditions\we_expect_heavy_rain_in_the_next,4.wav,we expect heavy rain in the next,we expect heavy rain in the next,we expect heavy rain in the next
\voice\conditions\we_expect_heavy_rain_in_the_next,5.wav,we expect heavy rain in the next,we expect heavy rain in the next,we expect heavy rain in the next
\voice\conditions\we_expect_light_rain_in_the_next,1.wav,we expect light rain in the next,we expect light rain in the next,we expect light rain in the next
\voice\conditions\we_expect_light_rain_in_the_next,2.wav,we expect light rain in the next,we expect light rain in the next,we expect light rain in the next
\voice\conditions\we_expect_light_rain_in_the_next,3.wav,we expect light rain in the next,we expect light rain in the next,we expect light rain in the next
\voice\conditions\we_expect_light_rain_in_the_next,4.wav,we expect light rain in the next,we expect light rain in the next,we expect light rain in the next
\voice\conditions\we_expect_light_rain_in_the_next,5.wav,we expect light rain in the next,we expect light rain in the next,we expect light rain in the next
\voice\conditions\we_expect_medium_rain_in_the_next,1.wav,we expect medium rain in the next,we expect medium rain in the next,we expect medium rain in the next
\voice\conditions\we_expect_medium_rain_in_the_next,2.wav,we expect medium rain in the next,we expect medium rain in the next,we expect medium rain in the next
\voice\conditions\we_expect_medium_rain_in_the_next,3.wav,we expect medium rain in the next,we expect medium rain in the next,we expect medium rain in the next
\voice\conditions\we_expect_rain_in_the_next,1.wav,we expect rain in the next,we expect rain in the next,we expect rain in the next
\voice\conditions\we_expect_rain_in_the_next,2.wav,we expect to see some rain in the next,we expect to see some rain in the next,we expect to see some rain in the next
\voice\conditions\we_expect_rain_in_the_next,3.wav,looks like it's gonna rain in the next,looks like it's gonna rain in the next,looks like it's gonna rain in the next
\voice\conditions\we_expect_rain_to_stop_in_the_next,1.wav,we expect the rain to stop in the next,we expect the rain to stop in the next,we expect the rain to stop in the next
\voice\conditions\we_expect_rain_to_stop_in_the_next,2.wav,we expect the rain to stop in the next,we expect the rain to stop in the next,we expect the rain to stop in the next
\voice\conditions\we_expect_rain_to_stop_in_the_next,3.wav,we expect the rain to stop in the next,we expect the rain to stop in the next,we expect the rain to stop in the next
\voice\conditions\we_expect_rain_to_stop_in_the_next,4.wav,we expect the rain to stop in the next,we expect the rain to stop in the next,we expect the rain to stop in the next
\voice\conditions\we_expect_rain_to_stop_in_the_next,5.wav,we expect the rain to stop in the next,we expect the rain to stop in the next,we expect the rain to stop in the next
\voice\conditions\we_expect_very_heavy_rain_in_the_next,1.wav,we expect very heavy rain in the next,we expect very heavy rain in the next,we expect very heavy rain in the next
\voice\conditions\we_expect_very_heavy_rain_in_the_next,2.wav,we expect very heavy rain in the next,we expect very heavy rain in the next,we expect very heavy rain in the next
\voice\conditions\we_expect_very_heavy_rain_in_the_next,3.wav,we expect very heavy rain in the next,we expect very heavy rain in the next,we expect very heavy rain in the next
\voice\conditions\we_expect_very_heavy_rain_in_the_next,4.wav,we expect very heavy rain in the next,we expect very heavy rain in the next,we expect very heavy rain in the next
\voice\conditions\we_expect_very_heavy_rain_in_the_next,5.wav,we expect very heavy rain in the next,we expect very heavy rain in the next,we expect very heavy rain in the next
\voice\damage_reporting\acknowledge_driver_is_ok,1.wav,"that's good to know, thanks, mate","that's good to know, thanks, mate","that's good to know, thanks, mate"
\voice\damage_reporting\acknowledge_driver_is_ok,2.wav,that's a relief,that's a relief,that's a relief
\voice\damage_reporting\acknowledge_driver_is_ok,3.wav,"okay, just sit tight, the team's on it's way","okay, just sit tight, the team's on it's way","okay, just sit tight, the team's on it's way"
\voice\damage_reporting\acknowledge_driver_is_ok,4.wav,"okay, mate, just sit tight, the medical team are coming","okay, mate, just sit tight, the medical team are coming","okay, mate, just sit tight, the medical team are coming"
\voice\damage_reporting\acknowledge_driver_is_ok,5.wav,"okay, mate, thanks for the update","okay, mate, thanks for the update","okay, mate, thanks for the update"
\voice\damage_reporting\acknowledge_driver_is_ok,6_op_prefix_ok.wav,"just sit tight, help's on the way","just sit tight, help's on the way","just sit tight, help's on the way"
\voice\damage_reporting\acknowledge_driver_is_ok,7_rq_prefix_ok.wav,thanks for the update,thanks for the update,thanks for the update
\voice\damage_reporting\acknowledge_driver_is_ok,8_rq_prefix_ok.wav,that's good to know,that's good to know,that's good to know
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,2.wav,"okay, mate, I think that radio's had it","okay, mate, I think that radio's had it","okay, mate, I think that radio's had it"
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,3.wav,"okay, I can't hear you, maybe the radio's gone","okay, I can't hear you, maybe the radio's gone","okay, I can't hear you, maybe the radio's gone"
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,4.wav,"can't hear anything, mate, think you've knackered the radio","can't hear anything, mate, think you've knackered the radio","can't hear anything, mate, think you've knackered the radio"
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,5.wav,"can't hear anything, think the radio's gone","can't hear anything, think the radio's gone","can't hear anything, think the radio's gone"
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,6.wav,"okay, mate, I think that radio's had it","okay, mate, I think that radio's had it","okay, mate, I think that radio's had it"
\voice\damage_reporting\acknowledge_driver_is_ok_no_speech,sweary_1.wav,I think the radio's fucked,I think the radio's fucked,I think the radio's fucked
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,1.wav,"okay, sounds like you're all right","okay, sounds like you're all right","okay, sounds like you're all right"
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,2.wav,"sounds like you're okay, thanks, mate","sounds like you're okay, thanks, mate","sounds like you're okay, thanks, mate"
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,3.wav,good to hear you're okay,good to hear you're okay,good to hear you're okay
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,4.wav,"didn't really catch that, but at least you're talking","didn't really catch that, but at least you're talking","didn't really catch that, but at least you're talking"
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,5.wav,"no idea what you just said, but at least it was something","no idea what you just said, but at least it was something","no idea what you just said, but at least it was something"
\voice\damage_reporting\acknowledge_driver_is_ok_not_understood,6.wav,"I assume that means you're okay, thanks, mate","I assume that means you're okay, thanks, mate","I assume that means you're okay, thanks, mate"
\voice\damage_reporting\are_you_ok_first_try,1.wav,"that looked bad, you okay?","that looked bad, you okay?","that looked bad, you okay?"
\voice\damage_reporting\are_you_ok_first_try,10_rq_suffix_please.wav,"that looked bad, can you confirm that you're all right?","that looked bad, can you confirm that you're all right?","that looked bad, can you confirm that you're all right?"
\voice\damage_reporting\are_you_ok_first_try,1_op_prefix_bad_luck.wav,"that looked bad, you okay?","that looked bad, you okay?","that looked bad, you okay?"
\voice\damage_reporting\are_you_ok_first_try,2.wav,"are you okay, mate?","are you okay, mate?","are you okay, mate?"
\voice\damage_reporting\are_you_ok_first_try,3.wav,"are you all right, that was a big one?","are you all right, that was a big one?","are you all right, that was a big one?"
\voice\damage_reporting\are_you_ok_first_try,4.wav,"that looked like a bad one, are you okay?","that looked like a bad one, are you okay?","that looked like a bad one, are you okay?"
\voice\damage_reporting\are_you_ok_first_try,5.wav,"are you all right, mate?","are you all right, mate?","are you all right, mate?"
\voice\damage_reporting\are_you_ok_first_try,6.wav,"that was a big one, are you okay?","that was a big one, are you okay?","that was a big one, are you okay?"
\voice\damage_reporting\are_you_ok_first_try,6_op_prefix_bad_luck.wav,"that was a big one, are you okay?","that was a big one, are you okay?","that was a big one, are you okay?"
\voice\damage_reporting\are_you_ok_first_try,9_rq_suffix_please.wav,can you confirm you're okay?,can you confirm you're okay?,can you confirm you're okay?
\voice\damage_reporting\are_you_ok_first_try,sweary_7.wav,"shit, mate, that was bad, are you okay?","shit, mate, that was bad, are you okay?","shit, mate, that was bad, are you okay?"
\voice\damage_reporting\are_you_ok_first_try,sweary_8.wav,"fucking hell, that looked like it hurt, are you all right?","fucking hell, that looked like it hurt, are you all right?","fucking hell, that looked like it hurt, are you all right?"
\voice\damage_reporting\are_you_ok_second_try,10.wav,"come on, don't do this, tell us you're okay","come on, don't do this, tell us you're okay","come on, don't do this, tell us you're okay"
\voice\damage_reporting\are_you_ok_second_try,1_rq_suffix_please.wav,are you okay? Answer me if you can,are you okay? Answer me if you can,are you okay? Answer me if you can
\voice\damage_reporting\are_you_ok_second_try,2_rq_suffix_please.wav,answer me if you can?,answer me if you can?,answer me if you can?
\voice\damage_reporting\are_you_ok_second_try,3.wav,"come on, are you okay?","come on, are you okay?","come on, are you okay?"
\voice\damage_reporting\are_you_ok_second_try,4.wav,"come on, respond, please","come on, respond, please","come on, respond, please"
\voice\damage_reporting\are_you_ok_second_try,5.wav,can you hear me? Respond please,can you hear me? Respond please,can you hear me? Respond please
\voice\damage_reporting\are_you_ok_second_try,6.wav,"can you respond, please, are you all right?","can you respond, please, are you all right?","can you respond, please, are you all right?"
\voice\damage_reporting\are_you_ok_second_try,7.wav,"come on, mate, are you okay? respond","come on, mate, are you okay? respond","come on, mate, are you okay? respond"
\voice\damage_reporting\are_you_ok_second_try,8.wav,"can you hear me, respond, please, are you okay?","can you hear me, respond, please, are you okay?","can you hear me, respond, please, are you okay?"
\voice\damage_reporting\are_you_ok_second_try,sweary_9.wav,"come on, we're all shitting ourselves here, tell us you're okay","come on, we're all shitting ourselves here, tell us you're okay","come on, we're all shitting ourselves here, tell us you're okay"
\voice\damage_reporting\are_you_ok_third_try,3.wav,"if you can hear me, help's on the way","if you can hear me, help's on the way","if you can hear me, help's on the way"
\voice\damage_reporting\are_you_ok_third_try,4.wav,"if you can hear me, help's coming","if you can hear me, help's coming","if you can hear me, help's coming"
\voice\damage_reporting\are_you_ok_third_try,5.wav,"you got us all really worried here, man","you got us all really worried here, man","you got us all really worried here, man"
\voice\damage_reporting\are_you_ok_third_try,6.wav,"there's a garage full of people turning blue, here","there's a garage full of people turning blue, here","there's a garage full of people turning blue, here"
\voice\damage_reporting\are_you_ok_third_try,sweary_1.wav,"shit, I hope it's just the radio that's knackered","shit, I hope it's just the radio that's knackered","shit, I hope it's just the radio that's knackered"
\voice\damage_reporting\are_you_ok_third_try,sweary_2.wav,"fucking hell, man, I hope you're okay","fucking hell, man, I hope you're okay","fucking hell, man, I hope you're okay"
\voice\damage_reporting\busted_brakes,1.wav,"there's nothing left of these brakes, mate, come back into the pit if you can","there's nothing left of these brakes, mate, come back into the pit if you can","there's nothing left of these brakes, mate, come back into the pit if you can"
\voice\damage_reporting\busted_brakes,2.wav,see if you can get it back to the pits and we can do what we can with these brakes,see if you can get it back to the pits and we can do what we can with these brakes,see if you can get it back to the pits and we can do what we can with these brakes
\voice\damage_reporting\busted_brakes,sweary_3.wav,"them brakes are fucked, mate","them brakes are fucked, mate","them brakes are fucked, mate"
\voice\damage_reporting\busted_engine,1.wav,"we've lost the engine, it's over","we've lost the engine, it's over","we've lost the engine, it's over"
\voice\damage_reporting\busted_engine,2_op_prefix_oh_dear.wav,"that engine's toast, mate, you're gonna have to wait for a tow","that engine's toast, mate, you're gonna have to wait for a tow","that engine's toast, mate, you're gonna have to wait for a tow"
\voice\damage_reporting\busted_engine,2_op_prefix_ok.wav,"that engine's toast, mate, you're gonna have to wait for a tow","that engine's toast, mate, you're gonna have to wait for a tow","that engine's toast, mate, you're gonna have to wait for a tow"
\voice\damage_reporting\busted_engine,sweary_3.wav,"ah shit, that engine's completely gone, no chance of fixing that, mate","ah shit, that engine's completely gone, no chance of fixing that, mate","ah shit, that engine's completely gone, no chance of fixing that, mate"
\voice\damage_reporting\busted_engine,sweary_4_op_prefix_ok.wav,"the engine's fucked, nicely done, mate","the engine's fucked, nicely done, mate","the engine's fucked, nicely done, mate"
\voice\damage_reporting\busted_suspension,1.wav,"we can't fix our suspension, mate, that's your day over","we can't fix our suspension, mate, that's your day over","we can't fix our suspension, mate, that's your day over"
\voice\damage_reporting\busted_suspension,2.wav,"your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there"
\voice\damage_reporting\busted_suspension,2_op_prefix_oh_dear.wav,"your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there"
\voice\damage_reporting\busted_suspension,2_prefix_oh_dear.wav,"your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there","your suspension's completely knackered, there's nothing we can do there"
\voice\damage_reporting\busted_suspension,sweary_3.wav,the suspension's boogered,the suspension's boogered,the suspension's boogered
\voice\damage_reporting\busted_transmission,1.wav,"transmission's completely screwed, that's our race done","transmission's completely screwed, that's our race done","transmission's completely screwed, that's our race done"
\voice\damage_reporting\busted_transmission,3.wav,"switch it off, mate, there's nothing left of the transmission, we're done here","switch it off, mate, there's nothing left of the transmission, we're done here","switch it off, mate, there's nothing left of the transmission, we're done here"
\voice\damage_reporting\busted_transmission,3_op_prefix_oh_dear.wav,"switch it off, mate, there's nothing left of the transmission, we're done here","switch it off, mate, there's nothing left of the transmission, we're done here","switch it off, mate, there's nothing left of the transmission, we're done here"
\voice\damage_reporting\busted_transmission,sweary_2.wav,"no chance of getting back to the pits with the transmission in that state, mate, you fucked it","no chance of getting back to the pits with the transmission in that state, mate, you fucked it","no chance of getting back to the pits with the transmission in that state, mate, you fucked it"
\voice\damage_reporting\left_front_puncture,1.wav,front left puncture,front left puncture,front left puncture
\voice\damage_reporting\left_front_puncture,2.wav,flat front left,flat front left,flat front left
\voice\damage_reporting\left_front_puncture,3.wav,front left puncture,front left puncture,front left puncture
\voice\damage_reporting\left_rear_puncture,1.wav,rear left puncture,rear left puncture,rear left puncture
\voice\damage_reporting\left_rear_puncture,2.wav,left rear puncture,left rear puncture,left rear puncture
\voice\damage_reporting\left_rear_puncture,3.wav,your left rear is punctured,your left rear is punctured,your left rear is punctured
\voice\damage_reporting\minor_aero_damage,10.wav,you picked up a little bit of bodywork damage,you picked up a little bit of bodywork damage,you picked up a little bit of bodywork damage
\voice\damage_reporting\minor_aero_damage,11.wav,we're seeing a little bit of aero damage,we're seeing a little bit of aero damage,we're seeing a little bit of aero damage
\voice\damage_reporting\minor_aero_damage,12.wav,looks like you got some minor bodywork damage,looks like you got some minor bodywork damage,looks like you got some minor bodywork damage
\voice\damage_reporting\minor_aero_damage,1_op_prefix_ok.wav,you picked up some minor aero damage,you picked up some minor aero damage,you picked up some minor aero damage
\voice\damage_reporting\minor_aero_damage,2_op_prefix_ok.wav,you picked up a big of aero damage,you picked up a big of aero damage,you picked up a big of aero damage
\voice\damage_reporting\minor_aero_damage,3_op_prefix_ok.wav,you've had a bit of bodywork damage there,you've had a bit of bodywork damage there,you've had a bit of bodywork damage there
\voice\damage_reporting\minor_aero_damage,4_op_prefix_ok.wav,"you had some minor aero damage, stay out, it's not that bad","you had some minor aero damage, stay out, it's not that bad","you had some minor aero damage, stay out, it's not that bad"
\voice\damage_reporting\minor_aero_damage,5.wav,"you've had a bit of bodywork damage, stay out, it's not too bad","you've had a bit of bodywork damage, stay out, it's not too bad","you've had a bit of bodywork damage, stay out, it's not too bad"
\voice\damage_reporting\minor_aero_damage,6.wav,you've got a little bit of bodywork damage there,you've got a little bit of bodywork damage there,you've got a little bit of bodywork damage there
\voice\damage_reporting\minor_aero_damage,7.wav,some minor aero damage,some minor aero damage,some minor aero damage
\voice\damage_reporting\minor_aero_damage,8.wav,we're seeing some minor aero damage,we're seeing some minor aero damage,we're seeing some minor aero damage
\voice\damage_reporting\minor_aero_damage,9.wav,we're seeing a little bit of bodywork damage there,we're seeing a little bit of bodywork damage there,we're seeing a little bit of bodywork damage there
\voice\damage_reporting\minor_aero_damage_general,10.wav,you've picked up a little bit of bodywork damage,you've picked up a little bit of bodywork damage,you've picked up a little bit of bodywork damage
\voice\damage_reporting\minor_aero_damage_general,11.wav,we're seeing a little bit of aero damage,we're seeing a little bit of aero damage,we're seeing a little bit of aero damage
\voice\damage_reporting\minor_aero_damage_general,12.wav,looks like you got some minor bodywork damage,looks like you got some minor bodywork damage,looks like you got some minor bodywork damage
\voice\damage_reporting\minor_aero_damage_general,1_op_prefix_ok.wav,you picked up some minor aero damage,you picked up some minor aero damage,you picked up some minor aero damage
\voice\damage_reporting\minor_aero_damage_general,2_op_prefix_ok.wav,you picked up a bit of aero damage,you picked up a bit of aero damage,you picked up a bit of aero damage
\voice\damage_reporting\minor_aero_damage_general,3_op_prefix_ok.wav,you've had a bit of bodywork damage there,you've had a bit of bodywork damage there,you've had a bit of bodywork damage there
\voice\damage_reporting\minor_aero_damage_general,6.wav,you've got a little bit of bodywork damage there,you've got a little bit of bodywork damage there,you've got a little bit of bodywork damage there
\voice\damage_reporting\minor_aero_damage_general,7.wav,some minor aero damage,some minor aero damage,some minor aero damage
\voice\damage_reporting\minor_aero_damage_general,8.wav,we're seeing some minor aero damage,we're seeing some minor aero damage,we're seeing some minor aero damage
\voice\damage_reporting\minor_aero_damage_general,9.wav,we're seeing a little bit of bodywork damage there,we're seeing a little bit of bodywork damage there,we're seeing a little bit of bodywork damage there
\voice\damage_reporting\minor_brake_damage,1.wav,you've got a bit of brake damage,you've got a bit of brake damage,you've got a bit of brake damage
\voice\damage_reporting\minor_brake_damage,2.wav,we're seeing some minor brake damage,we're seeing some minor brake damage,we're seeing some minor brake damage
\voice\damage_reporting\minor_brake_damage,3.wav,"there's something not right with those brakes, mate","there's something not right with those brakes, mate","there's something not right with those brakes, mate"
\voice\damage_reporting\minor_engine_damage,1.wav,"that engine doesn't sound right, mate, we'll keep an eye on it","that engine doesn't sound right, mate, we'll keep an eye on it","that engine doesn't sound right, mate, we'll keep an eye on it"
\voice\damage_reporting\minor_engine_damage,2.wav,"your engine's running a bit rough, mate","your engine's running a bit rough, mate","your engine's running a bit rough, mate"
