audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\battery\we_estimate,1.wav,我们估计,我们估计,we estimate
\voice\battery\we_estimate,2.wav,我们估计,我们估计,we think about
\voice\battery\we_estimate,3.wav,我们估计,我们估计,we estimate
\voice\battery\we_estimate,4.wav,看起来像,看起来像,it looks like
\voice\battery\we_will_get_another,1.wav,我们会得到大约,我们会得到大约,we'll get about
\voice\battery\we_will_get_another,2.wav,我们还能再坚持一段时间,我们还能再坚持一段时间,we're good for another
\voice\battery\we_will_get_another,3.wav,我们会得到大约,我们会得到大约,we'll get about
\voice\battery\we_will_get_another,4.wav,我们还能再坚持一段时间,我们还能再坚持一段时间,we're good for another
\voice\battery\wont_make_end_without_pitstop,1.wav,我们没有足够的能量跑到终点，我们需要停下来,我们没有足够的能量跑到终点，我们需要停下来,"we don't have enough energy to get to the end, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,2.wav,我们电量不足，无法跑到比赛结束，需要进站,我们电量不足，无法跑到比赛结束，需要进站,"we don't have enough battery to make it to the end of the race, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,3.wav,我们需要在比赛结束前进站，电量不足,我们需要在比赛结束前进站，电量不足,"we'll need to stop before the end of the race, we don't have enough energy"
\voice\battery\wont_make_half_distance_without_pitstop,1.wav,我们没有进站的话，撑不到半程,我们没有进站的话，撑不到半程,we're not going to make it to half distance without a pit stop
\voice\battery\wont_make_half_distance_without_pitstop,2.wav,我们没有足够的能量跑到一半的距离，我们需要停下来,我们没有足够的能量跑到一半的距离，我们需要停下来,"we don't have enough energy to get us to half distance, we'll need to stop"
\voice\battery\wont_make_half_distance_without_pitstop,3.wav,你没有足够的能量跑到一半的距离，我们需要停下来,你没有足够的能量跑到一半的距离，我们需要停下来,"you don't have enough energy to make it to half way, we'll need to stop"
\voice\driver_swaps\10_minutes_left_in_stint,1.wav,这个车手的一段跑程还剩10分钟,这个车手的一段跑程还剩10分钟,10 minutes left in this driver stint
\voice\driver_swaps\10_minutes_left_in_stint,2.wav,还有十分钟就要换车手了,还有十分钟就要换车手了,you've got 10 minutes left before we need to change drivers
\voice\driver_swaps\10_minutes_left_in_stint,3.wav,你还有十分钟就要换手了,你还有十分钟就要换手了,you got 10 minutes before we need to change drivers
\voice\driver_swaps\10_minutes_left_in_stint,4.wav,这个阶段还剩10分钟，之后需要换手,这个阶段还剩10分钟，之后需要换手,10 minutes left in this stint before we need a driver swap
\voice\driver_swaps\10_minutes_left_in_stint,5.wav,这个段跑程还剩10分钟，我们需要换手,这个段跑程还剩10分钟，我们需要换手,"10 minutes left in this stint, we'll need a driver swap"
\voice\driver_swaps\15_minutes_left_in_stint,1.wav,这个车手阶段还剩15分钟,这个车手阶段还剩15分钟,15 minutes of this driver stint remaining
\voice\driver_swaps\15_minutes_left_in_stint,2.wav,你还有15分钟就要换手了,你还有15分钟就要换手了,you got 15 minutes before we need a driver swap
\voice\driver_swaps\15_minutes_left_in_stint,3.wav,这个段跑程还剩15分钟,这个段跑程还剩15分钟,15 minutes of this stint left
\voice\driver_swaps\15_minutes_left_in_stint,4.wav,还剩15分钟就要换手,还剩15分钟就要换手,15 minutes before we need to change drivers
\voice\driver_swaps\15_minutes_left_in_stint,5.wav,还剩15分钟就要进行换手,还剩15分钟就要进行换手,15 minutes before we need a driver swap
\voice\driver_swaps\2_minutes_left_in_stint,1.wav,还剩两分钟,还剩两分钟,2 minutes remaining on this driver stint
\voice\driver_swaps\2_minutes_left_in_stint,2.wav,还剩两分钟，我们得换手了,还剩两分钟，我们得换手了,2 minutes before we gotta swap drivers
\voice\driver_swaps\2_minutes_left_in_stint,3.wav,我们还剩两分钟这个车手的跑程,我们还剩两分钟这个车手的跑程,we got 2 minutes left of this driver stint
\voice\driver_swaps\2_minutes_left_in_stint,4.wav,我们需要在两分钟后进行交接,我们需要在两分钟后进行交接,we'll need to swap in 2 minutes
\voice\driver_swaps\2_minutes_left_in_stint,5.wav,还需要两分钟换手,还需要两分钟换手,need to change drivers in 2 minutes
\voice\driver_swaps\5_minutes_left_in_stint,1.wav,还剩5分钟就要换手了,还剩5分钟就要换手了,5 minutes left before we gotta swap
\voice\driver_swaps\5_minutes_left_in_stint,2.wav,这个段跑程还剩5分钟,这个段跑程还剩5分钟,5 minutes left in this stint
\voice\driver_swaps\5_minutes_left_in_stint,3.wav,这个车手的一段跑程还剩5分钟,这个车手的一段跑程还剩5分钟,5 minutes left in this driver stint
\voice\driver_swaps\5_minutes_left_in_stint,4.wav,我们需要在5分钟后换手,我们需要在5分钟后换手,we'll need to swap drivers in 5 minutes
\voice\driver_swaps\5_minutes_left_in_stint,5.wav,我们需要在5分钟后进行换手,我们需要在5分钟后进行换手,we need a driver change in 5 minutes
\voice\driver_swaps\pit_now_for_driver_change,1.wav,换手，进站，进站，进站,换手，进站，进站，进站,"driver change, box, box, box"
\voice\driver_swaps\pit_now_for_driver_change,2.wav,换手，进站,换手，进站,"driver change, pit now"
\voice\driver_swaps\pit_now_for_driver_change,3.wav,我们现在进站换手,我们现在进站换手,we're pitting now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,4.wav,我们需要现在进站换手,我们需要现在进站换手,we need to pit now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,5.wav,进站，进站，进站，这次我们要进行换手,进站，进站，进站，这次我们要进行换手,"box, box, box, we're doing a driver change this time"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,1.wav,这圈进站换手，这是你在车里的最后一圈,这圈进站换手，这是你在车里的最后一圈,"box this lap for a driver change, this is your last time in the car"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,2.wav,我们的驾驶时间到了，这圈进站换手,我们的驾驶时间到了，这圈进站换手,"our time in the car is up, pit this lap for a driver change"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,3.wav,本圈进站换人，我们没有剩余的跑程了,本圈进站换人，我们没有剩余的跑程了,"box this lap for a driver change, we've got no more stints left"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,4.wav,本圈进站换人，我们的驾驶时间到了,本圈进站换人，我们的驾驶时间到了,"pit this lap for a driver change, our time in the car is up"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,5.wav,这圈进站换手，车里没剩多少时间了,这圈进站换手，车里没剩多少时间了,"box this lap for a driver change, we've got no more time left in the car"
\voice\driver_swaps\pit_this_lap_for_driver_change,1.wav,本圈进站换手,本圈进站换手,pit this lap for your driver change
\voice\driver_swaps\pit_this_lap_for_driver_change,2.wav,本圈进站换手,本圈进站换手,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,3.wav,本圈进站换手,本圈进站换手,box this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,4.wav,本圈进站换手,本圈进站换手,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,5.wav,本圈进站换手,本圈进站换手,pit this lap for a driver change
\voice\engine_monitor\all_clear,1_op_prefix_ok.wav,你的发动机温度现在看起来好些了,你的发动机温度现在看起来好些了,your engine temperatures are looking better now
\voice\engine_monitor\all_clear,2_op_prefix_ok.wav,您的发动机温度正常，发动机温度一切安全,您的发动机温度正常，发动机温度一切安全,"your engine temperatures are okay, all clear on engine temperatures"
\voice\engine_monitor\all_clear,3_op_prefix_ok.wav,您的发动机温度现在已恢复正常,您的发动机温度现在已恢复正常,your engine temperatures are now back to normal
\voice\engine_monitor\hot_oil,1_op_prefix_ok.wav,注意你的机油温度，它正在上升,注意你的机油温度，它正在上升,"keep an eye on your oil temperature, it's creeping up"
\voice\engine_monitor\hot_oil,2_op_prefix_ok.wav,你的机油温度有点高,你的机油温度有点高,your oil temperature's getting a bit high
\voice\engine_monitor\hot_oil,3_op_prefix_ok.wav,注意机油温度，它很高,注意机油温度，它很高,"watch your oil temperature, it's pretty high"
\voice\engine_monitor\hot_oil_and_water,1.wav,你的机油和水温偏高，需要稍微减速,你的机油和水温偏高，需要稍微减速,"your oil and water temperatures are high, you need to back off a little"
\voice\engine_monitor\hot_oil_and_water,2.wav,你的机油和水温都很高，你可能需要稍微减速,你的机油和水温都很高，你可能需要稍微减速,"your oil and water temperatures are both high, you might need to take it easy for a bit"
\voice\engine_monitor\hot_oil_and_water,3_op_prefix_ok.wav,你的水温和油温都挺高的，尽量轻一点开,你的水温和油温都挺高的，尽量轻一点开,"your water and your oil are both looking pretty hot right now, try and take it easy"
\voice\engine_monitor\hot_oil_and_water,sweary_4_op_prefix_ok.wav,如果你不给这台发动机降温，你真的会把它搞砸,如果你不给这台发动机降温，你真的会把它搞砸,if you don't cool this engine you're really gonna fuck it up
\voice\engine_monitor\hot_water,1_op_prefix_ok.wav,你的水温在上升,你的水温在上升,your water temperature's creeping up
\voice\engine_monitor\hot_water,2_op_prefix_ok.wav,你的水温看起来很高,你的水温看起来很高,your water temperature looks quite high
\voice\engine_monitor\hot_water,3_op_prefix_ok.wav,你要注意水温，它看起来有点高,你要注意水温，它看起来有点高,"you want to watch your water temperature, it's looking a little high"
\voice\engine_monitor\low_fuel_pressure,1.wav,你的燃油压力在下降，看起来不妙,你的燃油压力在下降，看起来不妙,"your fuel pressure's dropping, it doesn't look good"
\voice\engine_monitor\low_fuel_pressure,2.wav,好的，伙计，你的燃油压力在下降,好的，伙计，你的燃油压力在下降,"okay, mate, your fuel pressure's dropping"
\voice\engine_monitor\low_fuel_pressure,3_rq_prefix_ok.wav,燃油压力低,燃油压力低,you have low fuel pressure
\voice\engine_monitor\low_fuel_pressure,4.wav,这里收到了燃油压力警告,这里收到了燃油压力警告,we got a fuel pressure warning here
\voice\engine_monitor\low_fuel_pressure,5_op_prefix_ok.wav,你的燃油压力在下降,你的燃油压力在下降,your fuel pressure's dropping
\voice\engine_monitor\low_fuel_pressure,6.wav,燃油压力低,燃油压力低,low fuel pressure
\voice\engine_monitor\low_oil_pressure,1_op_prefix_ok.wav,我们看到机油压力低，最好留意一下,我们看到机油压力低，最好留意一下,"we're seeing low oil pressure, better keep an eye on it"
\voice\engine_monitor\low_oil_pressure,2.wav,看起来我们有机油压力问题,看起来我们有机油压力问题,looks like we got oil pressure issues
\voice\engine_monitor\low_oil_pressure,3_op_prefix_ok.wav,这里出现了低机油压力警告,这里出现了低机油压力警告,we're seeing a low oil pressure warning here
\voice\engine_monitor\low_oil_pressure,4.wav,看到低机油压力警告,看到低机油压力警告,we're seeing a low oil pressure warning
\voice\engine_monitor\low_oil_pressure,5.wav,看起来这里机油压力有问题,看起来这里机油压力有问题,looks like you got oil pressure issues here
\voice\engine_monitor\oil_temp_intro,1.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\oil_temp_intro,2.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\oil_temp_intro,3.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\oil_temp_intro,4.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\oil_temp_intro,5.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\oil_temp_intro,6.wav,你的机油温度是,你的机油温度是,your oil temp is
\voice\engine_monitor\stalled,1.wav,好的，伙计，深呼吸，重新启动它，继续前进,好的，伙计，深呼吸，重新启动它，继续前进,"okay, mate, take a breath, fire it back up, get back on it"
\voice\engine_monitor\stalled,2_op_prefix_oh_dear.wav,重新启动并跟上,重新启动并跟上,restart it and get on it
\voice\engine_monitor\stalled,3_op_prefix_bad_luck.wav,慢点来，重新启动车子，然后回到比赛中,慢点来，重新启动车子，然后回到比赛中,"take your time, start it back up and get back in the race"
\voice\engine_monitor\stalled,4_op_prefix_ok.wav,重新启动，回到比赛中,重新启动，回到比赛中,"fire it back up, get back into the fray"
\voice\engine_monitor\stalled,5.wav,好的，慢慢来，启动它,好的，慢慢来，启动它,"okay, take your time, just get it started"
\voice\engine_monitor\stalled,6_op_prefix_oh_dear.wav,重新启动它，下次用离合,重新启动它，下次用离合,"restart it, get the clutch it next time"
\voice\engine_monitor\stalled,7_op_prefix_bad_luck.wav,不要急，把车开起来，慢慢回到比赛中,不要急，把车开起来，慢慢回到比赛中,"don't rush, get it running, back it back in the race"
\voice\engine_monitor\water_temp_intro,1.wav,你的水温是,你的水温是,your water temp is
\voice\engine_monitor\water_temp_intro,2.wav,你的水温是,你的水温是,your water temp is
\voice\engine_monitor\water_temp_intro,3.wav,你的水温是,你的水温是,your water temp is
\voice\engine_monitor\water_temp_intro,4.wav,你的水温是,你的水温是,your water temp is
\voice\engine_monitor\water_temp_intro,5.wav,你的水温是,你的水温是,your water temp is
\voice\engine_monitor\water_temp_intro,6.wav,你的水温是,你的水温是,your water temp is
\voice\frozen_order\allow,1.wav,允许,允许,allow
\voice\frozen_order\allow,2.wav,允许,允许,allow
\voice\frozen_order\allow,3.wav,允许,允许,allow
\voice\frozen_order\allow_car_number,1.wav,我们需要允许车号,我们需要允许车号,we need to allow car number
\voice\frozen_order\allow_car_number,2.wav,允许车号,允许车号,allow car number
\voice\frozen_order\allow_car_number,3.wav,允许车号,允许车号,allow car number
\voice\frozen_order\allow_car_number,4.wav,我们需要允许车号,我们需要允许车号,we need to allow car number
\voice\frozen_order\allow_car_number,5.wav,我们需要让出赛车编号,我们需要让出赛车编号,we need to let car number
\voice\frozen_order\allow_guy_behind_to_pass,4_op_suffix_please.wav,允许后面的车超车,允许后面的车超车,allow the car behind to pass
\voice\frozen_order\allow_guy_behind_to_pass,5.wav,允许这辆车超车,允许这辆车超车,allow this guy to pass
\voice\frozen_order\allow_guy_behind_to_pass,6.wav,让这辆车超车,让这辆车超车,let this guy through
\voice\frozen_order\catch_up_to,1.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,10.wav,你需要追赶到,你需要追赶到,you need to catch up to
\voice\frozen_order\catch_up_to,11.wav,接近,接近,get closer to
\voice\frozen_order\catch_up_to,12.wav,你应该追上,你应该追上,you should catch up to
\voice\frozen_order\catch_up_to,13.wav,请追赶到,请追赶到,please catch up to
\voice\frozen_order\catch_up_to,14.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,15.wav,你需要追赶到,你需要追赶到,you need to catch up to
\voice\frozen_order\catch_up_to,16.wav,你需要追赶到,你需要追赶到,you need to catch up to
\voice\frozen_order\catch_up_to,17.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,18.wav,你需要接近,你需要接近,you need to get closer to
\voice\frozen_order\catch_up_to,2.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,3.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,7.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,8.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to,9.wav,追上,追上,catch up to
\voice\frozen_order\catch_up_to_car_number,1.wav,追上车号,追上车号,catch up to car number
\voice\frozen_order\catch_up_to_car_number,2.wav,我们需要追上车号,我们需要追上车号,we need to catch car number
\voice\frozen_order\catch_up_to_car_number,3.wav,追上车号,追上车号,catch up to car number
\voice\frozen_order\catch_up_to_car_number,4.wav,追上车号,追上车号,catch up to car number
\voice\frozen_order\catch_up_to_car_number,5.wav,我们需要追上车号,我们需要追上车号,we need to catch up to car number
\voice\frozen_order\fcy_lineup_single_file,1_op_prefix_ok.wav,单列排队,单列排队,line up single file
\voice\frozen_order\fcy_lineup_single_file,2_op_suffix_please.wav,单列排队,单列排队,line up single file
\voice\frozen_order\fcy_lineup_single_file,3.wav,单列排队,单列排队,line up single file
